service,income_grp,hdi_bin,gdp_bin,gini_bin,exposed_population,hotspot_cells
C_Risk_Red_Ratio,Lower middle income,Low (<0.550),Q3,Q2,103561.67743126149,17
C_Risk_Red_Ratio,Lower middle income,Low (<0.550),Q3,Q3,42436.94938024803,4
C_Risk_Red_Ratio,Lower middle income,Low (<0.550),Q3,Q4 (Highest Gini),30801.608202552765,5
C_Risk_Red_Ratio,Lower middle income,Low (<0.550),Q4 (Highest GDP),Q1 (Lowest Gini),147711.55416619437,2
C_Risk_Red_Ratio,Lower middle income,Low (<0.550),Q4 (Highest GDP),Q2,252156.09955437912,8
C_Risk_Red_Ratio,Lower middle income,Low (<0.550),Q4 (Highest GDP),Q3,23173.574708812062,1
C_Risk_Red_Ratio,Lower middle income,Medium (0.550-0.700),Q1 (Lowest GDP),Q1 (Lowest Gini),69.65599429868324,4
C_Risk_Red_Ratio,Lower middle income,Medium (0.550-0.700),Q1 (Lowest GDP),Q2,625.268416286537,14
C_Risk_Red_Ratio,Lower middle income,Medium (0.550-0.700),Q1 (Lowest GDP),Q3,616.4239303709817,13
C_Risk_Red_Ratio,Lower middle income,Medium (0.550-0.700),Q1 (Lowest GDP),Q4 (Highest Gini),63.84625993669032,5
C_Risk_Red_Ratio,Lower middle income,Medium (0.550-0.700),Q2,Q1 (Lowest Gini),2139.264603639284,4
C_Risk_Red_Ratio,Lower middle income,Medium (0.550-0.700),Q2,Q2,5607.629867043481,11
C_Risk_Red_Ratio,Lower middle income,Medium (0.550-0.700),Q2,Q3,22396.273984231455,31
C_Risk_Red_Ratio,Lower middle income,Medium (0.550-0.700),Q2,Q4 (Highest Gini),4051.1248861193185,6
C_Risk_Red_Ratio,Lower middle income,Medium (0.550-0.700),Q3,Q1 (Lowest Gini),16604.097338187188,4
C_Risk_Red_Ratio,Lower middle income,Medium (0.550-0.700),Q3,Q2,324249.2824390847,77
C_Risk_Red_Ratio,Lower middle income,Medium (0.550-0.700),Q3,Q3,210085.7372374017,65
C_Risk_Red_Ratio,Lower middle income,Medium (0.550-0.700),Q3,Q4 (Highest Gini),26869.623388890053,8
C_Risk_Red_Ratio,Lower middle income,Medium (0.550-0.700),Q4 (Highest GDP),Q1 (Lowest Gini),2491703.8360022884,15
C_Risk_Red_Ratio,Lower middle income,Medium (0.550-0.700),Q4 (Highest GDP),Q2,5414707.38649622,119
C_Risk_Red_Ratio,Lower middle income,Medium (0.550-0.700),Q4 (Highest GDP),Q3,7520148.434958321,126
C_Risk_Red_Ratio,Lower middle income,Medium (0.550-0.700),Q4 (Highest GDP),Q4 (Highest Gini),494414.2747536412,16
C_Risk_Red_Ratio,Lower middle income,High (0.700-0.800),Q1 (Lowest GDP),Q4 (Highest Gini),22.69229739633643,1
C_Risk_Red_Ratio,Lower middle income,High (0.700-0.800),Q2,Q1 (Lowest Gini),2314.4604827545663,5
C_Risk_Red_Ratio,Lower middle income,High (0.700-0.800),Q2,Q2,903.6891748417275,2
C_Risk_Red_Ratio,Lower middle income,High (0.700-0.800),Q2,Q3,1350.5513891847384,1
C_Risk_Red_Ratio,Lower middle income,High (0.700-0.800),Q3,Q1 (Lowest Gini),26821.88354019208,12
C_Risk_Red_Ratio,Lower middle income,High (0.700-0.800),Q3,Q2,32035.951676852434,8
C_Risk_Red_Ratio,Lower middle income,High (0.700-0.800),Q3,Q3,5287.773658086332,3
C_Risk_Red_Ratio,Lower middle income,High (0.700-0.800),Q3,NA,9816.684749400798,4
C_Risk_Red_Ratio,Lower middle income,High (0.700-0.800),Q4 (Highest GDP),Q1 (Lowest Gini),4398723.199756533,27
C_Risk_Red_Ratio,Lower middle income,High (0.700-0.800),Q4 (Highest GDP),Q2,13255721.669539839,100
C_Risk_Red_Ratio,Lower middle income,High (0.700-0.800),Q4 (Highest GDP),Q3,31691406.776394725,111
C_Risk_Red_Ratio,Lower middle income,High (0.700-0.800),Q4 (Highest GDP),Q4 (Highest Gini),769681.864309417,7
C_Risk_Red_Ratio,Lower middle income,High (0.700-0.800),Q4 (Highest GDP),NA,23105.49506991684,2
C_Risk_Red_Ratio,Lower middle income,Very High (>0.800),Q4 (Highest GDP),Q1 (Lowest Gini),703047.2126567379,4
C_Risk_Red_Ratio,Lower middle income,Very High (>0.800),Q4 (Highest GDP),Q2,1299650.6375651986,7
C_Risk_Red_Ratio,Lower middle income,Very High (>0.800),Q4 (Highest GDP),Q3,9035048.985460605,17
C_Risk_Red_Ratio,Lower middle income,Very High (>0.800),Q4 (Highest GDP),Q4 (Highest Gini),433213.64485481166,2
C_Risk_Red_Ratio,Lower middle income,Very High (>0.800),Q4 (Highest GDP),NA,231058.77312342837,4
C_Risk_Red_Ratio,Upper middle income,Low (<0.550),Q1 (Lowest GDP),Q3,1.1318744584351488,3
C_Risk_Red_Ratio,Upper middle income,Low (<0.550),Q1 (Lowest GDP),Q4 (Highest Gini),363.4430362595679,13
C_Risk_Red_Ratio,Upper middle income,Low (<0.550),Q2,Q3,750.2194687175529,4
C_Risk_Red_Ratio,Upper middle income,Low (<0.550),Q2,Q4 (Highest Gini),633.7272064909494,6
C_Risk_Red_Ratio,Upper middle income,Low (<0.550),Q3,Q3,2447.6053492980654,1
C_Risk_Red_Ratio,Upper middle income,Medium (0.550-0.700),Q1 (Lowest GDP),Q1 (Lowest Gini),84.12000282936194,36
C_Risk_Red_Ratio,Upper middle income,Medium (0.550-0.700),Q1 (Lowest GDP),Q3,172.09170514890664,19
C_Risk_Red_Ratio,Upper middle income,Medium (0.550-0.700),Q1 (Lowest GDP),Q4 (Highest Gini),750.6676559282471,31
C_Risk_Red_Ratio,Upper middle income,Medium (0.550-0.700),Q2,Q1 (Lowest Gini),270.71471855199667,4
C_Risk_Red_Ratio,Upper middle income,Medium (0.550-0.700),Q2,Q2,428.8865939831022,4
C_Risk_Red_Ratio,Upper middle income,Medium (0.550-0.700),Q2,Q3,4316.861424851525,23
C_Risk_Red_Ratio,Upper middle income,Medium (0.550-0.700),Q2,Q4 (Highest Gini),11524.644985251496,45
C_Risk_Red_Ratio,Upper middle income,Medium (0.550-0.700),Q3,Q1 (Lowest Gini),2111.590038543628,3
C_Risk_Red_Ratio,Upper middle income,Medium (0.550-0.700),Q3,Q2,6687.636465001188,7
C_Risk_Red_Ratio,Upper middle income,Medium (0.550-0.700),Q3,Q3,55991.56161961051,36
C_Risk_Red_Ratio,Upper middle income,Medium (0.550-0.700),Q3,Q4 (Highest Gini),67841.74662067488,33
