service,income_grp,hdi_bin,gdp_bin,gini_bin,exposed_population,hotspot_cells
C_Risk_Red_Ratio,Upper middle income,Medium (0.550-0.700),Q4 (Highest GDP),Q1 (Lowest Gini),84259.31167762681,2
C_Risk_Red_Ratio,Upper middle income,Medium (0.550-0.700),Q4 (Highest GDP),Q2,163086.11022662173,8
C_Risk_Red_Ratio,Upper middle income,Medium (0.550-0.700),Q4 (Highest GDP),Q3,501676.01890801237,33
C_Risk_Red_Ratio,Upper middle income,Medium (0.550-0.700),Q4 (Highest GDP),Q4 (Highest Gini),246017.29783939302,16
C_Risk_Red_Ratio,Upper middle income,High (0.700-0.800),Q1 (Lowest GDP),Q1 (Lowest Gini),91.05198360001103,39
C_Risk_Red_Ratio,Upper middle income,High (0.700-0.800),Q1 (Lowest GDP),Q2,9.318864539265636,1
C_Risk_Red_Ratio,Upper middle income,High (0.700-0.800),Q1 (Lowest GDP),Q3,76.82038149206733,15
C_Risk_Red_Ratio,Upper middle income,High (0.700-0.800),Q1 (Lowest GDP),Q4 (Highest Gini),88.14043175938119,7
C_Risk_Red_Ratio,Upper middle income,High (0.700-0.800),Q2,Q1 (Lowest Gini),1320.811546578619,17
C_Risk_Red_Ratio,Upper middle income,High (0.700-0.800),Q2,Q3,1440.1049134297427,15
C_Risk_Red_Ratio,Upper middle income,High (0.700-0.800),Q2,Q4 (Highest Gini),2395.9322297487884,7
C_Risk_Red_Ratio,Upper middle income,High (0.700-0.800),Q3,Q1 (Lowest Gini),20138.88614514197,27
C_Risk_Red_Ratio,Upper middle income,High (0.700-0.800),Q3,Q2,3191.589998249211,1
C_Risk_Red_Ratio,Upper middle income,High (0.700-0.800),Q3,Q3,65311.531367905445,42
C_Risk_Red_Ratio,Upper middle income,High (0.700-0.800),Q3,Q4 (Highest Gini),108727.51838920848,37
C_Risk_Red_Ratio,Upper middle income,High (0.700-0.800),Q4 (Highest GDP),Q1 (Lowest Gini),5107460.592913251,78
C_Risk_Red_Ratio,Upper middle income,High (0.700-0.800),Q4 (Highest GDP),Q2,7148359.918769964,93
C_Risk_Red_Ratio,Upper middle income,High (0.700-0.800),Q4 (Highest GDP),Q3,8058710.017916252,145
C_Risk_Red_Ratio,Upper middle income,High (0.700-0.800),Q4 (Highest GDP),Q4 (Highest Gini),15645335.787774866,136
C_Risk_Red_Ratio,Upper middle income,Very High (>0.800),Q1 (Lowest GDP),Q1 (Lowest Gini),0,4
C_Risk_Red_Ratio,Upper middle income,Very High (>0.800),Q1 (Lowest GDP),Q3,6.131561571732163,2
C_Risk_Red_Ratio,Upper middle income,Very High (>0.800),Q1 (Lowest GDP),Q4 (Highest Gini),33.571788784703756,1
C_Risk_Red_Ratio,Upper middle income,Very High (>0.800),Q2,Q1 (Lowest Gini),326.7664635589218,1
C_Risk_Red_Ratio,Upper middle income,Very High (>0.800),Q2,Q3,13.015009546915573,1
C_Risk_Red_Ratio,Upper middle income,Very High (>0.800),Q3,Q1 (Lowest Gini),5287.455941304179,5
C_Risk_Red_Ratio,Upper middle income,Very High (>0.800),Q3,Q3,7287.1539733207455,4
C_Risk_Red_Ratio,Upper middle income,Very High (>0.800),Q3,Q4 (Highest Gini),270.19135606248676,1
C_Risk_Red_Ratio,Upper middle income,Very High (>0.800),Q4 (Highest GDP),Q1 (Lowest Gini),13091918.439909125,73
C_Risk_Red_Ratio,Upper middle income,Very High (>0.800),Q4 (Highest GDP),Q2,14115642.487544492,63
C_Risk_Red_Ratio,Upper middle income,Very High (>0.800),Q4 (Highest GDP),Q3,14235861.801464522,114
C_Risk_Red_Ratio,Upper middle income,Very High (>0.800),Q4 (Highest GDP),Q4 (Highest Gini),4701590.517613024,30
N_export,High income,Medium (0.550-0.700),Q1 (Lowest GDP),Q2,0.9889225004008038,1
N_export,High income,Medium (0.550-0.700),Q1 (Lowest GDP),NA,30.609292981516923,1
N_export,High income,High (0.700-0.800),Q1 (Lowest GDP),Q1 (Lowest Gini),1922.141872937786,878
N_export,High income,High (0.700-0.800),Q1 (Lowest GDP),Q2,389.3195332605117,107
N_export,High income,High (0.700-0.800),Q1 (Lowest GDP),Q3,102.04045684193314,40
N_export,High income,High (0.700-0.800),Q2,Q1 (Lowest Gini),27786.116202802263,639
N_export,High income,High (0.700-0.800),Q2,Q2,5641.505289424834,113
N_export,High income,High (0.700-0.800),Q2,Q3,2203.1582396999834,45
N_export,High income,High (0.700-0.800),Q3,Q1 (Lowest Gini),182190.1477648331,311
N_export,High income,High (0.700-0.800),Q3,Q2,91630.08392076113,165
N_export,High income,High (0.700-0.800),Q3,Q3,20181.708953983776,57
N_export,High income,High (0.700-0.800),Q3,NA,4591.863247129986,3
N_export,High income,High (0.700-0.800),Q4 (Highest GDP),Q1 (Lowest Gini),247999.74531109488,82
N_export,High income,High (0.700-0.800),Q4 (Highest GDP),Q2,325521.58489697316,97
N_export,High income,High (0.700-0.800),Q4 (Highest GDP),Q3,14895.225551860054,11
N_export,High income,High (0.700-0.800),Q4 (Highest GDP),NA,12082.916900482745,2
N_export,High income,Very High (>0.800),Q1 (Lowest GDP),Q1 (Lowest Gini),597.9414062472792,320
N_export,High income,Very High (>0.800),Q1 (Lowest GDP),Q2,547.9418142816285,123
N_export,High income,Very High (>0.800),Q1 (Lowest GDP),Q3,49.63913359308562,30
N_export,High income,Very High (>0.800),Q2,Q1 (Lowest Gini),19068.25414446807,361
N_export,High income,Very High (>0.800),Q2,Q2,10575.174106844834,216
N_export,High income,Very High (>0.800),Q2,Q3,1251.5470790135184,33
N_export,High income,Very High (>0.800),Q3,Q1 (Lowest Gini),469864.7175962836,797
N_export,High income,Very High (>0.800),Q3,Q2,356416.88279168704,493
N_export,High income,Very High (>0.800),Q3,Q3,23474.566991244374,63
N_export,High income,Very High (>0.800),Q4 (Highest GDP),Q1 (Lowest Gini),28317143.658212435,2030
N_export,High income,Very High (>0.800),Q4 (Highest GDP),Q2,30886333.60303524,1640
N_export,High income,Very High (>0.800),Q4 (Highest GDP),Q3,5788628.108793305,194
N_export,High income,Very High (>0.800),Q4 (Highest GDP),NA,113268.7881888116,2
N_export,Low income,Low (<0.550),Q1 (Lowest GDP),Q1 (Lowest Gini),17456.21938182103,288
N_export,Low income,Low (<0.550),Q1 (Lowest GDP),Q2,81573.44527409198,1094
N_export,Low income,Low (<0.550),Q1 (Lowest GDP),Q3,47531.097457559314,815
N_export,Low income,Low (<0.550),Q1 (Lowest GDP),Q4 (Highest Gini),35358.39680145343,799
N_export,Low income,Low (<0.550),Q2,Q1 (Lowest Gini),501576.7354310663,242
N_export,Low income,Low (<0.550),Q2,Q2,1323901.6157573855,764
N_export,Low income,Low (<0.550),Q2,Q3,1231768.3676435072,623
N_export,Low income,Low (<0.550),Q2,Q4 (Highest Gini),260668.91031388714,208
N_export,Low income,Low (<0.550),Q3,Q1 (Lowest Gini),1726416.1540135643,192
N_export,Low income,Low (<0.550),Q3,Q2,7672327.5344549315,787
N_export,Low income,Low (<0.550),Q3,Q3,9131343.536742503,805
N_export,Low income,Low (<0.550),Q3,Q4 (Highest Gini),2297439.833110979,224
N_export,Low income,Low (<0.550),Q4 (Highest GDP),Q1 (Lowest Gini),2269877.604391685,36
N_export,Low income,Low (<0.550),Q4 (Highest GDP),Q2,6982822.773650552,147
N_export,Low income,Low (<0.550),Q4 (Highest GDP),Q3,13502875.214801632,196
N_export,Low income,Low (<0.550),Q4 (Highest GDP),Q4 (Highest Gini),3104473.3419820922,66
N_export,Low income,Medium (0.550-0.700),Q1 (Lowest GDP),Q1 (Lowest Gini),610.7785976587913,38
N_export,Low income,Medium (0.550-0.700),Q1 (Lowest GDP),Q2,800.5998967550299,51
N_export,Low income,Medium (0.550-0.700),Q1 (Lowest GDP),Q3,1762.8445150649088,54
N_export,Low income,Medium (0.550-0.700),Q1 (Lowest GDP),Q4 (Highest Gini),736.6009352816568,11
N_export,Low income,Medium (0.550-0.700),Q2,Q1 (Lowest Gini),12052.814933800273,22
N_export,Low income,Medium (0.550-0.700),Q2,Q2,26293.00514150793,33
N_export,Low income,Medium (0.550-0.700),Q2,Q3,39458.17479814436,32
N_export,Low income,Medium (0.550-0.700),Q2,Q4 (Highest Gini),137855.71613945544,60
N_export,Low income,Medium (0.550-0.700),Q3,Q1 (Lowest Gini),302528.3608718743,49
N_export,Low income,Medium (0.550-0.700),Q3,Q2,536137.3590124832,89
N_export,Low income,Medium (0.550-0.700),Q3,Q3,433567.66570535576,52
N_export,Low income,Medium (0.550-0.700),Q3,Q4 (Highest Gini),495053.64351155923,70
N_export,Low income,Medium (0.550-0.700),Q4 (Highest GDP),Q1 (Lowest Gini),22166576.743813284,86
N_export,Low income,Medium (0.550-0.700),Q4 (Highest GDP),Q2,7044456.871917399,93
N_export,Low income,Medium (0.550-0.700),Q4 (Highest GDP),Q3,10219618.085067652,46
N_export,Low income,Medium (0.550-0.700),Q4 (Highest GDP),Q4 (Highest Gini),5382981.593045208,41
N_export,Low income,High (0.700-0.800),Q1 (Lowest GDP),Q1 (Lowest Gini),10.823032292209835,1
N_export,Low income,High (0.700-0.800),Q2,Q2,3661.1442872750004,2
N_export,Low income,High (0.700-0.800),Q3,Q2,50215.68806606085,10
N_export,Low income,High (0.700-0.800),Q4 (Highest GDP),Q1 (Lowest Gini),505802.77498679125,2
N_export,Low income,High (0.700-0.800),Q4 (Highest GDP),Q2,444997.2110772849,9
N_export,Lower middle income,Low (<0.550),Q1 (Lowest GDP),Q1 (Lowest Gini),17123.150007694785,563
N_export,Lower middle income,Low (<0.550),Q1 (Lowest GDP),Q2,3690.447013667405,231
N_export,Lower middle income,Low (<0.550),Q1 (Lowest GDP),Q3,7462.182455934156,264
N_export,Lower middle income,Low (<0.550),Q1 (Lowest GDP),Q4 (Highest Gini),11377.578001558815,425
N_export,Lower middle income,Low (<0.550),Q2,Q1 (Lowest Gini),233490.46072965686,436
N_export,Lower middle income,Low (<0.550),Q2,Q2,63908.16596546159,95
N_export,Lower middle income,Low (<0.550),Q2,Q3,230965.8305634482,317
N_export,Lower middle income,Low (<0.550),Q2,Q4 (Highest Gini),246748.45799462474,311
N_export,Lower middle income,Low (<0.550),Q2,NA,217.94817431931443,1
N_export,Lower middle income,Low (<0.550),Q3,Q1 (Lowest Gini),1187597.4792890337,295
N_export,Lower middle income,Low (<0.550),Q3,Q2,1319151.0621811955,265
N_export,Lower middle income,Low (<0.550),Q3,Q3,3678463.178345093,668
N_export,Lower middle income,Low (<0.550),Q3,Q4 (Highest Gini),1301806.0697044865,283
N_export,Lower middle income,Low (<0.550),Q3,NA,28435.04346852527,8
N_export,Lower middle income,Low (<0.550),Q4 (Highest GDP),Q1 (Lowest Gini),2967823.3777793446,75
N_export,Lower middle income,Low (<0.550),Q4 (Highest GDP),Q2,2271481.0845598658,70
N_export,Lower middle income,Low (<0.550),Q4 (Highest GDP),Q3,4367232.901472342,152
N_export,Lower middle income,Low (<0.550),Q4 (Highest GDP),Q4 (Highest Gini),1319587.8010985525,36
N_export,Lower middle income,Low (<0.550),Q4 (Highest GDP),NA,134904.650300699,5
N_export,Lower middle income,Medium (0.550-0.700),Q1 (Lowest GDP),Q1 (Lowest Gini),1649.2755487458487,147
N_export,Lower middle income,Medium (0.550-0.700),Q1 (Lowest GDP),Q2,14884.555385221336,974
N_export,Lower middle income,Medium (0.550-0.700),Q1 (Lowest GDP),Q3,7712.350552293986,340
N_export,Lower middle income,Medium (0.550-0.700),Q1 (Lowest GDP),Q4 (Highest Gini),3270.323593832264,163
N_export,Lower middle income,Medium (0.550-0.700),Q2,Q1 (Lowest Gini),23947.411769898274,61
N_export,Lower middle income,Medium (0.550-0.700),Q2,Q2,241002.94643118943,1107
N_export,Lower middle income,Medium (0.550-0.700),Q2,Q3,169949.3807173485,451
N_export,Lower middle income,Medium (0.550-0.700),Q2,Q4 (Highest Gini),54262.65393217464,113
N_export,Lower middle income,Medium (0.550-0.700),Q3,Q1 (Lowest Gini),473575.54723231494,143
N_export,Lower middle income,Medium (0.550-0.700),Q3,Q2,3110199.129964727,1232
N_export,Lower middle income,Medium (0.550-0.700),Q3,Q3,2628456.544271016,979
N_export,Lower middle income,Medium (0.550-0.700),Q3,Q4 (Highest Gini),521301.48881845776,164
N_export,Lower middle income,Medium (0.550-0.700),Q4 (Highest GDP),Q1 (Lowest Gini),12449452.293527242,145
N_export,Lower middle income,Medium (0.550-0.700),Q4 (Highest GDP),Q2,20743362.98983152,610
N_export,Lower middle income,Medium (0.550-0.700),Q4 (Highest GDP),Q3,40605055.38113252,794
N_export,Lower middle income,Medium (0.550-0.700),Q4 (Highest GDP),Q4 (Highest Gini),5326792.633739506,128
N_export,Lower middle income,Medium (0.550-0.700),Q4 (Highest GDP),NA,66754.49292570833,2
N_export,Lower middle income,High (0.700-0.800),Q1 (Lowest GDP),Q1 (Lowest Gini),126.94658181328461,15
N_export,Lower middle income,High (0.700-0.800),Q1 (Lowest GDP),Q2,95.86849903496166,12
N_export,Lower middle income,High (0.700-0.800),Q1 (Lowest GDP),Q3,46.97186025885822,6
N_export,Lower middle income,High (0.700-0.800),Q1 (Lowest GDP),Q4 (Highest Gini),21.07105445861816,1
N_export,Lower middle income,High (0.700-0.800),Q2,Q1 (Lowest Gini),2680.5776459396748,9
N_export,Lower middle income,High (0.700-0.800),Q2,Q2,5421.2756825004435,19
N_export,Lower middle income,High (0.700-0.800),Q2,Q3,4407.884368601664,22
N_export,Lower middle income,High (0.700-0.800),Q2,NA,86.10859875251987,1
N_export,Lower middle income,High (0.700-0.800),Q3,Q1 (Lowest Gini),96676.19687429922,37
N_export,Lower middle income,High (0.700-0.800),Q3,Q2,125473.75581748101,53
N_export,Lower middle income,High (0.700-0.800),Q3,Q3,89549.78193732079,39
N_export,Lower middle income,High (0.700-0.800),Q3,Q4 (Highest Gini),4376.582865011693,2
N_export,Lower middle income,High (0.700-0.800),Q3,NA,4512.737464305938,3
N_export,Lower middle income,High (0.700-0.800),Q4 (Highest GDP),Q1 (Lowest Gini),4844011.697776965,47
N_export,Lower middle income,High (0.700-0.800),Q4 (Highest GDP),Q2,15857258.118200166,170
N_export,Lower middle income,High (0.700-0.800),Q4 (Highest GDP),Q3,26379285.416645266,202
N_export,Lower middle income,High (0.700-0.800),Q4 (Highest GDP),Q4 (Highest Gini),1675098.4585770913,13
N_export,Lower middle income,Very High (>0.800),Q1 (Lowest GDP),Q1 (Lowest Gini),67.95182288977675,9
N_export,Lower middle income,Very High (>0.800),Q2,Q1 (Lowest Gini),0,1
N_export,Lower middle income,Very High (>0.800),Q3,Q1 (Lowest Gini),700.6093329600994,1
N_export,Lower middle income,Very High (>0.800),Q3,NA,1332.8056893930902,1
N_export,Lower middle income,Very High (>0.800),Q4 (Highest GDP),Q1 (Lowest Gini),686874.1165191487,3
N_export,Lower middle income,Very High (>0.800),Q4 (Highest GDP),Q2,1636314.3102873685,5
N_export,Lower middle income,Very High (>0.800),Q4 (Highest GDP),Q3,3138026.8828430534,5
N_export,Upper middle income,Low (<0.550),Q1 (Lowest GDP),Q1 (Lowest Gini),1668.6518986420663,187
N_export,Upper middle income,Low (<0.550),Q1 (Lowest GDP),Q2,750.3635660017499,59
N_export,Upper middle income,Low (<0.550),Q1 (Lowest GDP),Q3,4113.2667798995935,146
N_export,Upper middle income,Low (<0.550),Q1 (Lowest GDP),Q4 (Highest Gini),1403.0655750587412,79
N_export,Upper middle income,Low (<0.550),Q2,Q1 (Lowest Gini),6465.321922720972,45
N_export,Upper middle income,Low (<0.550),Q2,Q2,7397.964251194787,23
N_export,Upper middle income,Low (<0.550),Q2,Q3,30754.204874543186,62
N_export,Upper middle income,Low (<0.550),Q2,Q4 (Highest Gini),43360.45468264586,76
N_export,Upper middle income,Low (<0.550),Q3,Q1 (Lowest Gini),31516.79522701607,19
N_export,Upper middle income,Low (<0.550),Q3,Q2,3760.1246377156367,4
N_export,Upper middle income,Low (<0.550),Q3,Q3,159486.68600277792,38
N_export,Upper middle income,Low (<0.550),Q3,Q4 (Highest Gini),709668.6015833938,168
N_export,Upper middle income,Low (<0.550),Q4 (Highest GDP),Q1 (Lowest Gini),5640.849811792374,1
N_export,Upper middle income,Low (<0.550),Q4 (Highest GDP),Q2,4505.277516795199,1
N_export,Upper middle income,Low (<0.550),Q4 (Highest GDP),Q3,753532.8358164328,14
N_export,Upper middle income,Low (<0.550),Q4 (Highest GDP),Q4 (Highest Gini),280176.1725816511,7
N_export,Upper middle income,Medium (0.550-0.700),Q1 (Lowest GDP),Q1 (Lowest Gini),10402.895746068687,1664
N_export,Upper middle income,Medium (0.550-0.700),Q1 (Lowest GDP),Q2,4113.72460037041,548
N_export,Upper middle income,Medium (0.550-0.700),Q1 (Lowest GDP),Q3,15967.785622409527,1022
N_export,Upper middle income,Medium (0.550-0.700),Q1 (Lowest GDP),Q4 (Highest Gini),65687.52848619214,2988
N_export,Upper middle income,Medium (0.550-0.700),Q2,Q1 (Lowest Gini),147349.4441802708,773
N_export,Upper middle income,Medium (0.550-0.700),Q2,Q2,62410.80412115995,300
N_export,Upper middle income,Medium (0.550-0.700),Q2,Q3,211838.1238892066,1061
N_export,Upper middle income,Medium (0.550-0.700),Q2,Q4 (Highest Gini),1308151.8674509753,4854
N_export,Upper middle income,Medium (0.550-0.700),Q3,Q1 (Lowest Gini),1906167.8940942222,1142
N_export,Upper middle income,Medium (0.550-0.700),Q3,Q2,687321.726633505,386
N_export,Upper middle income,Medium (0.550-0.700),Q3,Q3,1649919.870967079,1136
N_export,Upper middle income,Medium (0.550-0.700),Q3,Q4 (Highest Gini),3475928.3758809585,1901
N_export,Upper middle income,Medium (0.550-0.700),Q4 (Highest GDP),Q1 (Lowest Gini),18099059.038676128,1450
N_export,Upper middle income,Medium (0.550-0.700),Q4 (Highest GDP),Q2,10794142.887284439,701
N_export,Upper middle income,Medium (0.550-0.700),Q4 (Highest GDP),Q3,4361460.463500193,304
N_export,Upper middle income,Medium (0.550-0.700),Q4 (Highest GDP),Q4 (Highest Gini),7674575.869012267,395
N_export,Upper middle income,High (0.700-0.800),Q1 (Lowest GDP),Q1 (Lowest Gini),2196.9014678627072,306
N_export,Upper middle income,High (0.700-0.800),Q1 (Lowest GDP),Q2,2410.7619926792513,295
N_export,Upper middle income,High (0.700-0.800),Q1 (Lowest GDP),Q3,14824.954958489825,871
N_export,Upper middle income,High (0.700-0.800),Q1 (Lowest GDP),Q4 (Highest Gini),2048.599860901227,113
N_export,Upper middle income,High (0.700-0.800),Q2,Q1 (Lowest Gini),64327.79465903307,343
N_export,Upper middle income,High (0.700-0.800),Q2,Q2,24931.99944208894,201
N_export,Upper middle income,High (0.700-0.800),Q2,Q3,161130.46593504556,950
N_export,Upper middle income,High (0.700-0.800),Q2,Q4 (Highest Gini),33312.42202048209,141
N_export,Upper middle income,High (0.700-0.800),Q3,Q1 (Lowest Gini),1107475.6422955724,792
N_export,Upper middle income,High (0.700-0.800),Q3,Q2,364501.9815709382,247
N_export,Upper middle income,High (0.700-0.800),Q3,Q3,1381300.8604289445,889
N_export,Upper middle income,High (0.700-0.800),Q3,Q4 (Highest Gini),773047.2728692923,337
N_export,Upper middle income,High (0.700-0.800),Q4 (Highest GDP),Q1 (Lowest Gini),30246720.43222468,1158
N_export,Upper middle income,High (0.700-0.800),Q4 (Highest GDP),Q2,32907858.70229954,1084
N_export,Upper middle income,High (0.700-0.800),Q4 (Highest GDP),Q3,19837214.138836462,878
N_export,Upper middle income,High (0.700-0.800),Q4 (Highest GDP),Q4 (Highest Gini),23404858.440540776,527
N_export,Upper middle income,Very High (>0.800),Q1 (Lowest GDP),Q1 (Lowest Gini),30.605875888530207,17
N_export,Upper middle income,Very High (>0.800),Q1 (Lowest GDP),Q2,0.19842516351491213,2
N_export,Upper middle income,Very High (>0.800),Q1 (Lowest GDP),Q3,64.59716473415831,55
N_export,Upper middle income,Very High (>0.800),Q1 (Lowest GDP),Q4 (Highest Gini),0,1
N_export,Upper middle income,Very High (>0.800),Q2,Q1 (Lowest Gini),2747.609343590302,17
N_export,Upper middle income,Very High (>0.800),Q2,Q2,563.3862324429134,3
N_export,Upper middle income,Very High (>0.800),Q2,Q3,2410.17213690508,23
N_export,Upper middle income,Very High (>0.800),Q3,Q1 (Lowest Gini),76524.10451907017,59
N_export,Upper middle income,Very High (>0.800),Q3,Q2,8768.368070640072,5
N_export,Upper middle income,Very High (>0.800),Q3,Q3,97349.30238552493,75
N_export,Upper middle income,Very High (>0.800),Q3,Q4 (Highest Gini),5609.257025019246,2
N_export,Upper middle income,Very High (>0.800),Q4 (Highest GDP),Q1 (Lowest Gini),8317742.098739742,144
N_export,Upper middle income,Very High (>0.800),Q4 (Highest GDP),Q2,14046238.42126939,85
N_export,Upper middle income,Very High (>0.800),Q4 (Highest GDP),Q3,24063063.71527455,260
N_export,Upper middle income,Very High (>0.800),Q4 (Highest GDP),Q4 (Highest Gini),14063105.687735174,43
N_export,Upper middle income,Very High (>0.800),Q4 (Highest GDP),NA,11486.481075191938,1
N_Ret_Ratio,High income,Medium (0.550-0.700),Q1 (Lowest GDP),Q2,64.83539644672197,5
N_Ret_Ratio,High income,Medium (0.550-0.700),Q1 (Lowest GDP),NA,50.24775761780414,5
N_Ret_Ratio,High income,Medium (0.550-0.700),Q2,Q4 (Highest Gini),78.45072937663645,1
N_Ret_Ratio,High income,Medium (0.550-0.700),Q3,Q2,7437.456669480437,1
N_Ret_Ratio,High income,Medium (0.550-0.700),Q4 (Highest GDP),Q2,68242.20733140603,2
N_Ret_Ratio,High income,High (0.700-0.800),Q1 (Lowest GDP),Q1 (Lowest Gini),1490.4685007272176,859
N_Ret_Ratio,High income,High (0.700-0.800),Q1 (Lowest GDP),Q2,410.00862232306207,132
N_Ret_Ratio,High income,High (0.700-0.800),Q1 (Lowest GDP),Q3,165.2306851257614,51
N_Ret_Ratio,High income,High (0.700-0.800),Q1 (Lowest GDP),NA,48.20218511670827,2
N_Ret_Ratio,High income,High (0.700-0.800),Q2,Q1 (Lowest Gini),19467.92241057949,443
N_Ret_Ratio,High income,High (0.700-0.800),Q2,Q2,5528.133144510809,116
N_Ret_Ratio,High income,High (0.700-0.800),Q2,Q3,2083.020375704548,48
N_Ret_Ratio,High income,High (0.700-0.800),Q2,Q4 (Highest Gini),281.9019007847076,2
N_Ret_Ratio,High income,High (0.700-0.800),Q3,Q1 (Lowest Gini),109572.85075731389,201
N_Ret_Ratio,High income,High (0.700-0.800),Q3,Q2,62376.029231735396,105
N_Ret_Ratio,High income,High (0.700-0.800),Q3,Q3,11956.1366044179,30
N_Ret_Ratio,High income,High (0.700-0.800),Q4 (Highest GDP),Q1 (Lowest Gini),283096.2734060396,65
N_Ret_Ratio,High income,High (0.700-0.800),Q4 (Highest GDP),Q2,267473.0265826241,70
N_Ret_Ratio,High income,High (0.700-0.800),Q4 (Highest GDP),Q3,25619.76741504433,4
N_Ret_Ratio,High income,High (0.700-0.800),Q4 (Highest GDP),NA,13862.99605012214,2
N_Ret_Ratio,High income,Very High (>0.800),Q1 (Lowest GDP),Q1 (Lowest Gini),677.044822785277,452
N_Ret_Ratio,High income,Very High (>0.800),Q1 (Lowest GDP),Q2,454.56847273153073,132
N_Ret_Ratio,High income,Very High (>0.800),Q1 (Lowest GDP),Q3,47.405481224087836,24
N_Ret_Ratio,High income,Very High (>0.800),Q2,Q1 (Lowest Gini),16255.442578268803,321
N_Ret_Ratio,High income,Very High (>0.800),Q2,Q2,10598.730911571965,214
N_Ret_Ratio,High income,Very High (>0.800),Q2,Q3,1693.2224112502236,34
N_Ret_Ratio,High income,Very High (>0.800),Q3,Q1 (Lowest Gini),384516.6551260837,674
N_Ret_Ratio,High income,Very High (>0.800),Q3,Q2,326412.18541949877,467
N_Ret_Ratio,High income,Very High (>0.800),Q3,Q3,29553.92218904404,66
N_Ret_Ratio,High income,Very High (>0.800),Q4 (Highest GDP),Q1 (Lowest Gini),89014131.4695193,2502
N_Ret_Ratio,High income,Very High (>0.800),Q4 (Highest GDP),Q2,52626724.11986807,1714
N_Ret_Ratio,High income,Very High (>0.800),Q4 (Highest GDP),Q3,20232700.550718598,329
N_Ret_Ratio,High income,Very High (>0.800),Q4 (Highest GDP),NA,33759.927802837396,2
N_Ret_Ratio,Low income,Low (<0.550),Q1 (Lowest GDP),Q1 (Lowest Gini),22516.82388476981,386
N_Ret_Ratio,Low income,Low (<0.550),Q1 (Lowest GDP),Q2,72213.17279360018,980
N_Ret_Ratio,Low income,Low (<0.550),Q1 (Lowest GDP),Q3,55926.79159163071,735
N_Ret_Ratio,Low income,Low (<0.550),Q1 (Lowest GDP),Q4 (Highest Gini),23812.582795192742,538
N_Ret_Ratio,Low income,Low (<0.550),Q2,Q1 (Lowest Gini),340995.60056368524,188
N_Ret_Ratio,Low income,Low (<0.550),Q2,Q2,1247759.6210628864,707
N_Ret_Ratio,Low income,Low (<0.550),Q2,Q3,1313059.1967205654,718
N_Ret_Ratio,Low income,Low (<0.550),Q2,Q4 (Highest Gini),246436.65519912422,190
N_Ret_Ratio,Low income,Low (<0.550),Q3,Q1 (Lowest Gini),1518179.883183659,161
N_Ret_Ratio,Low income,Low (<0.550),Q3,Q2,6770877.802566371,651
N_Ret_Ratio,Low income,Low (<0.550),Q3,Q3,7639689.564260248,737
N_Ret_Ratio,Low income,Low (<0.550),Q3,Q4 (Highest Gini),1865038.5583325464,153
N_Ret_Ratio,Low income,Low (<0.550),Q4 (Highest GDP),Q1 (Lowest Gini),3581732.165479962,47
N_Ret_Ratio,Low income,Low (<0.550),Q4 (Highest GDP),Q2,7324637.793904511,121
N_Ret_Ratio,Low income,Low (<0.550),Q4 (Highest GDP),Q3,10964280.594250496,172
N_Ret_Ratio,Low income,Low (<0.550),Q4 (Highest GDP),Q4 (Highest Gini),2027051.0128908528,53
N_Ret_Ratio,Low income,Medium (0.550-0.700),Q1 (Lowest GDP),Q1 (Lowest Gini),1679.10297151665,96
N_Ret_Ratio,Low income,Medium (0.550-0.700),Q1 (Lowest GDP),Q2,965.5920928381352,61
N_Ret_Ratio,Low income,Medium (0.550-0.700),Q1 (Lowest GDP),Q3,981.4213046864103,46
N_Ret_Ratio,Low income,Medium (0.550-0.700),Q1 (Lowest GDP),Q4 (Highest Gini),1127.841068460413,11
N_Ret_Ratio,Low income,Medium (0.550-0.700),Q2,Q1 (Lowest Gini),22231.069685237635,30
N_Ret_Ratio,Low income,Medium (0.550-0.700),Q2,Q2,22766.667394436223,27
N_Ret_Ratio,Low income,Medium (0.550-0.700),Q2,Q3,26631.76864748521,23
N_Ret_Ratio,Low income,Medium (0.550-0.700),Q2,Q4 (Highest Gini),121098.31236837285,57
N_Ret_Ratio,Low income,Medium (0.550-0.700),Q3,Q1 (Lowest Gini),277142.97528309195,39
N_Ret_Ratio,Low income,Medium (0.550-0.700),Q3,Q2,415896.2028370666,78
N_Ret_Ratio,Low income,Medium (0.550-0.700),Q3,Q3,313982.35677562957,45
N_Ret_Ratio,Low income,Medium (0.550-0.700),Q3,Q4 (Highest Gini),341294.27035974205,54
N_Ret_Ratio,Low income,Medium (0.550-0.700),Q4 (Highest GDP),Q1 (Lowest Gini),23578700.909703504,111
N_Ret_Ratio,Low income,Medium (0.550-0.700),Q4 (Highest GDP),Q2,8336322.331973812,94
N_Ret_Ratio,Low income,Medium (0.550-0.700),Q4 (Highest GDP),Q3,7115123.995577176,34
N_Ret_Ratio,Low income,Medium (0.550-0.700),Q4 (Highest GDP),Q4 (Highest Gini),4705098.380321387,46
N_Ret_Ratio,Low income,High (0.700-0.800),Q1 (Lowest GDP),Q1 (Lowest Gini),67.7422759123839,3
N_Ret_Ratio,Low income,High (0.700-0.800),Q2,Q2,6027.138165495491,3
