"","name_long","mean","median","raster_name","service","color"
"624","Guyana",-0.332090377807617,-6.6015421451497e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"625","Hong Kong",25.4068775177002,0.757066432738634,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"626","Heard I. and McDonald Islands",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"627","Honduras",5.37958526611328,-1.54748157057536e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"628","Croatia",0.587311446666718,-1.41272791645591e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"629","Haiti",-16.0790214538574,2.18126863477089e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"630","Hungary",0.0929867029190063,0.000594148260340854,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"631","Indonesia",-2.98129177093506,-3.248363084703e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"632","Isle of Man",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"633","India",2.43199324607849,2.02960207668739e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"634","British Indian Ocean Territory",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"635","Ireland",0.0402618981897831,4.97848871830517e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"636","Iran",-2.00770378112793,-1.31761319703381e-16,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"637","Iraq",0.15052293241024,-1.24738484953842e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"638","Iceland",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"639","Israel",3.61373996734619,0.00973245470151198,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"640","Italy",-2.50622892379761,6.33724537544067e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"641","Jamaica",-31.5621738433838,-0.0148409476396812,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"642","Jersey",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"643","Jordan",0.406747311353683,1.21779921045894e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"644","Japan",-10.7012224197388,-1.12683751146623e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"645","Kazakhstan",0.0368144176900387,1.21800836598797e-18,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"646","Kenya",2.2701256275177,3.6733258283041e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"647","Kyrgyzstan",-3.36582517623901,4.83417879172915e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"648","Cambodia",-10.3596820831299,-0.000151339869330563,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"649","Kiribati",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"650","Saint Kitts and Nevis",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"651","Republic of Korea",-119.280914306641,-0.0369333202962352,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"652","Kuwait",0.0510219372808933,-6.0735065762269e-09,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"653","Lao PDR",-11.0622987747192,-3.05962873047953e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"654","Lebanon",4.21123933792114,4.0015970351973e-09,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"655","Liberia",-14.5431356430054,-3.55083939836075e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"656","Libya",0.00534958299249411,-8.66456440314695e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"657","Saint Lucia",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"658","Liechtenstein",-10.984806060791,-0.492741594520016,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"659","Sri Lanka",-5.799560546875,-2.89153570009707e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"660","Lesotho",-9.8457555770874,-4.82132675768853e-09,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"661","Lithuania",0.0249870643019676,1.96692623502268e-06,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"662","Luxembourg",0.481293886899948,2.36653478887114e-05,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"663","Latvia",-0.0451116785407066,-6.2711320888661e-06,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"664","Macao",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"665","Saint-Martin",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"666","Morocco",-0.0548133365809917,1.0071955072935e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"667","Monaco",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"668","Moldova",1.6982364654541,0.00280194018739697,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"669","Madagascar",-15.3068265914917,1.86367607884288e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"670","Maldives",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"671","Mexico",-0.655000329017639,-6.39791615501553e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"672","Marshall Islands",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"673","Macedonia",6.36985206604004,0.00568485535081137,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"674","Mali",-0.304366827011108,-2.51025344142506e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"675","Malta",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"676","Myanmar",5.7060170173645,2.07083142011791e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"677","Montenegro",6.78891038894653,-0.000106842034303467,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"678","Mongolia",3.53444385528564,1.25727476671731e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"679","Northern Mariana Islands",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"680","Mozambique",-4.46280002593994,-2.15052001103983e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"681","Mauritania",0.0716103538870811,-1.79514812080682e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"682","Montserrat",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"683","France",4.40368127822876,-0.00371650975741618,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"684","Mauritius",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"685","Malawi",-58.3385581970215,-0.135024618311093,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"686","Malaysia",0.0832699686288834,-7.67504676392511e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"687","France",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"688","Namibia",2.98953104019165,6.56488546885989e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"689","New Caledonia",-2.87367510795593,-5.94445658965183e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"690","Niger",-2.28537535667419,-2.54346341387987e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"691","Norfolk Island",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"692","Nigeria",-1.46937847137451,1.46907863326756e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"693","Nicaragua",-3.09582591056824,-1.7584752708347e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"694","Niue",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"695","Netherlands",0.0165243092924356,0.000336971776193604,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"696","Norway",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"697","Nepal",-38.5734977722168,-1.17572534431667e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"698","Nauru",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"699","New Zealand",3.11587619781494,-5.13700304026795e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"700","Oman",-10.6306505203247,1.07662079241714e-08,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"701","Pakistan",23.2232971191406,9.53763154249703e-14,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"702","Panama",7.41779470443726,-2.32759822806708e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"703","Pitcairn Islands",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"704","Peru",9.9706916809082,-5.30581303651493e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"705","Philippines",-45.2250442504883,1.28996917700327e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"706","Palau",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"707","Papua New Guinea",-62.9561233520508,-5.15517940012212e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"708","Poland",0.0902135595679283,5.39481275107233e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"709","Puerto Rico",31.1602725982666,0.005682899903015,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"710","Dem. Rep. Korea",-58.0432739257812,-2.25743069257425e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"711","Portugal",-2.05912566184998,2.32737676988145e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"712","Paraguay",-0.796084642410278,-4.43587217645053e-05,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"713","Israel",4.16828775405884,0.0574826277789646,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"714","French Polynesia",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"715","Qatar",0.153618380427361,0.00271198933903266,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"716","France",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"717","Romania",1.00338125228882,3.14878884364538e-05,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"718","Russian Federation",-0.417956292629242,-7.32702172732477e-13,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"719","Rwanda",-65.6550369262695,4.73819524289036e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"720","Saudi Arabia",1.00606596469879,9.47684550022455e-14,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"721","Sudan",-0.417318403720856,-2.17214815378897e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"722","Senegal",0.0341713540256023,1.13050423742593e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"723","Singapore",2.92946243286133,-0.0331604970380119,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"724","South Georgia and the Islands",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"725","Saint Helena",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"726","Norway",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"727","Solomon Islands",-5.1314263343811,-1.32967683924075e-09,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"728","Sierra Leone",3.68213224411011,7.013653614633e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"729","El Salvador",33.2139701843262,0.0074468204691311,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"730","San Marino",26.1223621368408,0.43570683347543,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"731","Somalia",-0.0219681821763515,3.28110739586997e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"732","Saint Pierre and Miquelon",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"733","Serbia",1.32492518424988,1.20469552057404e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"734","South Sudan",0.420826613903046,5.43605436396364e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"735","Ṣo Tom̩ and Principe",-7.6847767829895,-0.00961773408229481,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"736","Suriname",-0.0119505887851119,-4.71040222955836e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"737","Slovakia",-0.391673237085342,1.21576726639172e-05,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"738","Slovenia",-17.6668510437012,-0.00230550000845286,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"739","Sweden",-0.157786473631859,-5.71753588339724e-06,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"740","eSwatini",-39.481559753418,-0.0100959191146478,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"741","Sint Maarten",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"742","Seychelles",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"743","Syria",1.78577125072479,9.24664669815905e-16,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"744","Turks and Caicos Islands",-0.00436698878183961,-6.36479101980327e-05,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"745","Chad",-0.124658845365047,-3.82189407868362e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"746","Togo",20.0094738006592,0.0118564154008857,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"747","Thailand",-2.32976913452148,1.42898697021978e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"748","Tajikistan",0.000159033457748592,1.06405185192074e-09,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"749","New Zealand",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"750","Turkmenistan",0.533364415168762,2.58055410962661e-15,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"751","Timor-Leste",35.0201454162598,3.08046493041298e-09,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"752","Tonga",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"753","Trinidad and Tobago",-0.329419165849686,-6.46748102722375e-06,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"754","Tunisia",0.549971580505371,-2.13278742664947e-13,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"755","Turkey",2.42235684394836,9.26167948608573e-12,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"756","Tuvalu",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"757","Taiwan",-129.540573120117,-2.17920708210248e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"758","Tanzania",3.39244151115417,6.06857288834216e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"759","Uganda",-5.00103330612183,7.25593369744294e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"760","Ukraine",0.251998513936996,0.000184952381228839,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"761","United States Minor Outlying Islands",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"762","Uruguay",0.449951499700546,3.43472310053493e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"763","United States",-0.608032763004303,-4.68178462232088e-13,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"764","Uzbekistan",0.613908648490906,7.74759458642803e-15,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"765","Vatican",-0.0106516974046826,-0.000963780678467448,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"766","Saint Vincent and the Grenadines",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"767","Venezuela",-1.02296125888824,-1.78766980154744e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"768","British Virgin Islands",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"769","United States Virgin Islands",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"770","Vietnam",-64.6047821044922,-1.34038483601186e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"771","Vanuatu",554.560913085938,0.00014722920665676,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"772","Wallis and Futuna Islands",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"773","Samoa",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"774","United Kingdom",0.224228009581566,0.0131541204134871,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"775","France",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"776","Serbia",1.90689778327942,0.00040008442408167,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"777","China",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"778","Spratly Islands",NA,NA,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"779","Yemen",5.02243947982788,5.82842933653664e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"780","India",-28.3749294281006,-2.40260508928877e-10,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"781","China",-170.235076904297,-4.14271752784946e-07,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"782","China",-24.2383728027344,-7.35630164383485e-05,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"783","India",-15.7584648132324,-1.54421873143834e-06,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"784","India",0.841655552387238,7.62729170362559e-06,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"785","Pakistan",1.63867914676666,2.72808888623667e-14,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"786","India",0.756995797157288,-4.55938915578875e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"787","China",-17.6600151062012,-0.27770095099191,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"788","India",-31.3036327362061,-1.00096884322983e-07,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"789","South Africa",-2.55754852294922,-1.16687118419121e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"790","Zambia",-0.936099052429199,-1.29398900822876e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"791","Cyprus",1.54648387432098,0.0152836230460508,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"792","Zimbabwe",-1.42585277557373,2.54555165102365e-11,"global_sed_export_marine_mod_ESA_1992_compressed_md5_18eaae","Sediment Export","#08306b"
"793","Aruba",0,0,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"794","Afghanistan",4296.0556640625,0.000560682727426959,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"795","Angola",882.168090820312,0.00919831494328167,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"796","Anguilla",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"797","Finland",867.023681640625,136.287014181344,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"798","Albania",24892.0078125,0.0290087737477432,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"799","Andorra",1507.0244140625,12039.0087610964,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"800","United Arab Emirates",1842.58630371094,4.8680058917494,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"801","Argentina",10530.068359375,0.000735789501168885,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"802","Armenia",72636.1015625,0.00832808402130252,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"803","American Samoa",18011.767578125,1615.55922334493,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"804","Antarctica",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"805","French Southern and Antarctic Lands",NA,NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"806","Antigua and Barbuda",990.048034667969,304.552034129669,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"807","Australia",5867.26416015625,0.000440589076967536,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"808","Austria",52478.375,0.725819273455019,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"809","Azerbaijan",17890.296875,0.0095665024689731,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"810","Burundi",73670.640625,0.424275245605524,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"811","Belgium",779838.375,66061.6031004754,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"812","Benin",21689.826171875,0.951767323308694,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"813","Bonaire, Sint Eustatius and Saba",0,0,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"814","Burkina Faso",12585.9853515625,3.8805250437195,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"815","Bangladesh",224902.609375,0.0317554590425747,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"816","Bulgaria",36585.03515625,0.00736823146266041,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"817","Bahrain",3911.36206054688,547402.5625,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"818","Bahamas",335.551177978516,0.19487923545134,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"819","Bosnia and Herzegovina",30151.486328125,0.49130139310437,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
"820","Saint-Barth̩lemy",4268.09423828125,3907.1357421875,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature Access","#A57C00"
