...1,HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,PFAF_ID,ENDO,COAST,ORDER,SORT,id,ee_r264_name,dir_ch_2,area_sqkm,service,pct_ch,area_sqkm_country,GHS_BUILT_S_E2020_GLOBE_R2023A_4326_3ss_V1_0_mean,rast_gdpTot_1990_2020_30arcsec.7_mean,GHS_POP_E2020_GLOBE_R2023A_4326_3ss_V1_0.1_mean,GlobPOP_Count_30arc_2020_I32.1_sum,hdi_raster_predictions_2020.1_mean,farmsize_mehrabi.1_mean,GlobPOP_sqkm,pct_ch_trans,pct_ch_focus,threshold
3734,5060072810,0,5060072810,5060072810,0,0,8795.9,8795.9,563976,0,0,1,761,15,Australia,-0.1504,8795.930989,Coastal_Protection,-96.63148381,7718957.407,50.80670075,752717.001,0.199161255,267912.1249,0.819237734,79.62256574,30.45875065,-4.581200021,96.63148381,13.41768206
13,5060000780,0,5060000780,5060000780,0,0,7477.8,7477.8,511113,0,1,0,3,103,Indonesia,-2.647,7477.87201,Sed_export,124.5345107,1922454.709,14.87751459,160039.226,0.259244424,390233.2594,0.654864863,1.801774434,52.18557054,4.832580707,124.5345107,95.03354443
35664,2060002070,0,2060002070,2060002070,0,0,2637.3,2637.3,211038,0,0,1,17,227,Turkey,1.7418,2637.292077,Coastal_Protection,-95.73026285,781771.9107,17.45489363,201049.0863,0.10610811,103930.4601,0.726529401,4.226016041,39.40790206,-4.57192631,95.73026285,13.41768206
50,5060001500,0,5060001500,5060001500,0,0,4711.3,4711.3,511119,0,1,0,9,103,Indonesia,-16.0122,4711.288068,Sed_Ret_Ratio,-1.2048,1922454.709,14.49129897,316505.5356,0.498059067,317785.2462,0.638085209,1.251968822,67.45171104,-0.790636802,1.2048,0.8475
63304,6060029050,0,6060029050,6060029050,0,0,5842.4,5842.4,662901,0,1,0,1767,43,Chile,-0.1906,5842.441073,Coastal_Protection,-95.28514842,772634.7467,10.88089614,1566898.02,0.444385825,350036.8424,0.791550154,NA,59.91319361,-4.567314085,95.28514842,13.41768206
53,5060001500,0,5060001500,5060001500,0,0,4711.3,4711.3,511119,0,1,0,9,103,Indonesia,-16.0122,4711.288068,N_export,43.481,1922454.709,14.49129897,316505.5356,0.498059067,317785.2462,0.638085209,1.251968822,67.45171104,3.795062132,43.481,32.524
144,5060003620,0,5060003620,5060003620,0,0,2971.3,2971.3,511190,0,1,0,25,103,Indonesia,-30.5762,2971.334302,Sed_Ret_Ratio,-1.8022,1922454.709,28.79830157,1163504.906,0.818142748,266913.6721,0.645523362,3.877848694,89.83060348,-1.030404823,1.8022,0.8475
147,5060003620,0,5060003620,5060003620,0,0,2971.3,2971.3,511190,0,1,0,25,103,Indonesia,-30.5762,2971.334302,N_export,63.173,1922454.709,28.79830157,1163504.906,0.818142748,266913.6721,0.645523362,3.877848694,89.83060348,4.161582561,63.173,32.524
148,5060003620,0,5060003620,5060003620,0,0,2971.3,2971.3,511190,0,1,0,25,103,Indonesia,-30.5762,2971.334302,N_Ret_Ratio,-2.648,1922454.709,28.79830157,1163504.906,0.818142748,266913.6721,0.645523362,3.877848694,89.83060348,-1.294179072,2.648,1.24125
150,5060003690,0,5060003690,5060003690,0,0,19228.5,19228.5,511200,0,0,1,26,103,Indonesia,-23.5386,19228.55368,Sed_Ret_Ratio,-2.0839,1922454.709,24.62525115,1274077.225,0.760941969,1144835.713,0.65629798,1.438731464,59.53848261,-1.12619503,2.0839,0.8475
153,5060003690,0,5060003690,5060003690,0,0,19228.5,19228.5,511200,0,0,1,26,103,Indonesia,-23.5386,19228.55368,N_export,62.746,1922454.709,24.62525115,1274077.225,0.760941969,1144835.713,0.65629798,1.438731464,59.53848261,4.154906437,62.746,32.524
154,5060003690,0,5060003690,5060003690,0,0,19228.5,19228.5,511200,0,0,1,26,103,Indonesia,-23.5386,19228.55368,N_Ret_Ratio,-1.549,1922454.709,24.62525115,1274077.225,0.760941969,1144835.713,0.65629798,1.438731464,59.53848261,-0.935701125,1.549,1.24125
155,5060003700,0,5060003700,5060003700,0,0,4331.5,4331.5,511301,0,1,0,27,103,Indonesia,-27.8587,4331.477001,Sed_export,187.8960171,1922454.709,40.56113696,2519181.294,1.32502241,627080.1071,0.659416059,7.24459169,144.7720437,5.241196689,187.8960171,95.03354443
156,5060003700,0,5060003700,5060003700,0,0,4331.5,4331.5,511301,0,1,0,27,103,Indonesia,-27.8587,4331.477001,Sed_Ret_Ratio,-2.2213,1922454.709,40.56113696,2519181.294,1.32502241,627080.1071,0.659416059,7.24459169,144.7720437,-1.169785005,2.2213,0.8475
159,5060003700,0,5060003700,5060003700,0,0,4331.5,4331.5,511301,0,1,0,27,103,Indonesia,-27.8587,4331.477001,N_export,111.85,1922454.709,40.56113696,2519181.294,1.32502241,627080.1071,0.659416059,7.24459169,144.7720437,4.726059503,111.85,32.524
160,5060003700,0,5060003700,5060003700,0,0,4331.5,4331.5,511301,0,1,0,27,103,Indonesia,-27.8587,4331.477001,N_Ret_Ratio,-2.433,1922454.709,40.56113696,2519181.294,1.32502241,627080.1071,0.659416059,7.24459169,144.7720437,-1.233434514,2.433,1.24125
161,5060003960,0,5060003960,5060003960,0,0,1055.5,1055.6,511302,0,0,1,28,103,Indonesia,-2.8834,1055.461556,Sed_export,96.07986646,1922454.709,1.587867709,72714.48147,0.020345596,13491.97162,0.647676516,1,12.78254061,4.575534005,96.07986646,95.03354443
27463,4060979220,4060012770,4060012770,4060012770,28.4,28.4,4051.9,29191.3,436403,0,0,1,783,44,China,-4.0344,4051.866521,Coastal_Protection,-95.06030965,9350043.683,757.8719724,42580389.18,18.59980955,9203612.052,0.801352771,1,2271.431193,-4.56497622,95.06030965,13.41768206
173,5060003980,0,5060003980,5060003980,0,0,2598,2598,511304,0,0,1,30,103,Indonesia,-21.0192,2598.056866,Sed_export,192.3502101,1922454.709,4.461969322,197184.2033,0.057198734,54541.00525,0.639057169,1,20.99345853,5.264503104,192.3502101,95.03354443
174,5060003980,0,5060003980,5060003980,0,0,2598,2598,511304,0,0,1,30,103,Indonesia,-21.0192,2598.056866,Sed_Ret_Ratio,-1.0819,1922454.709,4.461969322,197184.2033,0.057198734,54541.00525,0.639057169,1,20.99345853,-0.733280938,1.0819,0.8475
176,5060003980,0,5060003980,5060003980,0,0,2598,2598,511304,0,0,1,30,103,Indonesia,-21.0192,2598.056866,N_export,97.146,1922454.709,4.461969322,197184.2033,0.057198734,54541.00525,0.639057169,1,20.99345853,4.586456166,97.146,32.524
184,5060004000,0,5060004000,5060004000,0,0,11644.5,11645.2,511306,0,0,1,32,103,Indonesia,-20.4056,11644.5273,Sed_Ret_Ratio,-1.7055,1922454.709,55.62963671,4044095.559,1.266893636,2180540.184,0.683758493,1.000036876,187.2592369,-0.995286738,1.7055,0.8475
187,5060004000,0,5060004000,5060004000,0,0,11644.5,11645.2,511306,0,0,1,32,103,Indonesia,-20.4056,11644.5273,N_export,50.571,1922454.709,55.62963671,4044095.559,1.266893636,2180540.184,0.683758493,1.000036876,187.2592369,3.942959499,50.571,32.524
188,5060004000,0,5060004000,5060004000,0,0,11644.5,11645.2,511306,0,0,1,32,103,Indonesia,-20.4056,11644.5273,N_Ret_Ratio,-2.244,1922454.709,55.62963671,4044095.559,1.266893636,2180540.184,0.683758493,1.000036876,187.2592369,-1.176807136,2.244,1.24125
189,5060004010,0,5060004010,5060004010,0,0,2892.9,2892.9,511307,0,1,0,33,103,Indonesia,-10.3356,2892.89857,Sed_export,503.6093527,1922454.709,2.499230408,60937.26526,0.051259237,60819.08383,0.63483079,1,21.02356937,6.223784571,503.6093527,95.03354443
193,5060004010,0,5060004010,5060004010,0,0,2892.9,2892.9,511307,0,1,0,33,103,Indonesia,-10.3356,2892.89857,N_export,64.164,1922454.709,2.499230408,60937.26526,0.051259237,60819.08383,0.63483079,1,21.02356937,4.176907169,64.164,32.524
195,5060004170,0,5060004170,5060004170,0,0,1166.3,1166.4,511308,0,0,1,34,103,Indonesia,-0.4359,1166.28055,Sed_export,137.5425748,1922454.709,0,88.14660108,0,24462.69248,0.619700949,1,20.97461415,4.931177678,137.5425748,95.03354443
4071,5060528230,5060524970,5060073410,5060073410,1817.3,1817.3,9542.6,140906.2,564650,0,0,2,831,15,Australia,-1.3532,9542.596766,Pollination,-100,7718957.407,1.484712141,7837.614781,0.001860227,2875.539461,0.784521363,200,0.301337105,-4.615120517,100,44.33609554
200,5060004180,0,5060004180,5060004180,0,0,616.9,616.9,511309,0,1,0,35,103,Indonesia,-1.3764,616.9443556,Sed_export,774.5206955,1922454.709,0.021042877,844.534592,0.000762225,5874.170961,0.63448759,1,9.52207969,6.653534669,774.5206955,95.03354443
4197,5060468300,5060495920,5060073410,5060073410,2042.5,2042.5,4211.8,4211.8,564809,0,0,2,858,15,Australia,-0.006,4211.792036,Pollination,-100,7718957.407,0.303324686,1371.118242,0.000278846,200.4730997,0.784794394,100,0.047597963,-4.615120517,100,44.33609554
207,5060004220,0,5060004220,5060004220,0,0,20388.8,20388.8,511400,0,0,1,36,103,Indonesia,-19.5322,20388.84069,Sed_Ret_Ratio,-1.4832,1922454.709,23.6403293,1225969.031,0.71643135,1250231.659,0.656836293,1.2541399,61.31953125,-0.909548051,1.4832,0.8475
63235,6060028480,0,6060028480,6060028480,0,0,762.9,762.9,662703,0,1,0,1751,43,Chile,-0.054,762.9526222,Coastal_Protection,-93.62616393,772634.7467,0.135926777,2188.334401,0.00078433,355.1804546,0.719032377,10,0.465566201,-4.549934012,93.62616393,13.41768206
210,5060004220,0,5060004220,5060004220,0,0,20388.8,20388.8,511400,0,0,1,36,103,Indonesia,-19.5322,20388.84069,N_export,54.048,1922454.709,23.6403293,1225969.031,0.71643135,1250231.659,0.656836293,1.2541399,61.31953125,4.008205532,54.048,32.524
212,5060004230,0,5060004230,5060004230,0,0,5900.8,5900.8,511501,0,1,0,37,103,Indonesia,-19.2202,5900.776167,Sed_export,141.8128275,1922454.709,7.437264552,667092.0716,0.28917519,396199.9215,0.638288131,1.078940849,67.14342487,4.961534874,141.8128275,95.03354443
213,5060004230,0,5060004230,5060004230,0,0,5900.8,5900.8,511501,0,1,0,37,103,Indonesia,-19.2202,5900.776167,Sed_Ret_Ratio,-1.5335,1922454.709,7.437264552,667092.0716,0.28917519,396199.9215,0.638288131,1.078940849,67.14342487,-0.929601746,1.5335,0.8475
63396,6060029590,0,6060029590,6060029590,0,0,448.9,448.9,671030,0,1,0,1786,176,Peru,-0.6433,448.881786,Coastal_Protection,-90.69035719,1299019.722,25.87076845,1726367.739,0.676841496,35113.862,0.744781889,1,78.22201381,-4.518417218,90.69035719,13.41768206
216,5060004230,0,5060004230,5060004230,0,0,5900.8,5900.8,511501,0,1,0,37,103,Indonesia,-19.2202,5900.776167,N_export,81.543,1922454.709,7.437264552,667092.0716,0.28917519,396199.9215,0.638288131,1.078940849,67.14342487,4.41331937,81.543,32.524
217,5060004230,0,5060004230,5060004230,0,0,5900.8,5900.8,511501,0,1,0,37,103,Indonesia,-19.2202,5900.776167,N_Ret_Ratio,-2.639,1922454.709,7.437264552,667092.0716,0.28917519,396199.9215,0.638288131,1.078940849,67.14342487,-1.291708919,2.639,1.24125
231,5060004510,0,5060004510,5060004510,0,0,17439.9,17440.4,511504,0,0,1,40,103,Indonesia,-17.9569,17440.00137,Sed_Ret_Ratio,-1.5439,1922454.709,50.65967824,1443609.24,1.355055908,2100337.995,0.658853268,1.56872449,120.432915,-0.933698337,1.5439,0.8475
242,5060004610,0,5060004610,5060004610,0,0,3509.3,3509.3,511506,0,0,1,42,103,Indonesia,-27.4886,3509.358868,Sed_export,155.6573077,1922454.709,15.50485524,1088076.69,0.491502484,168794.4924,0.636593352,1.011493854,48.0991914,5.054060666,155.6573077,95.03354443
243,5060004610,0,5060004610,5060004610,0,0,3509.3,3509.3,511506,0,0,1,42,103,Indonesia,-27.4886,3509.358868,Sed_Ret_Ratio,-2.2441,1922454.709,15.50485524,1088076.69,0.491502484,168794.4924,0.636593352,1.011493854,48.0991914,-1.176837962,2.2441,0.8475
246,5060004610,0,5060004610,5060004610,0,0,3509.3,3509.3,511506,0,0,1,42,103,Indonesia,-27.4886,3509.358868,N_export,58.507,1922454.709,15.50485524,1088076.69,0.491502484,168794.4924,0.636593352,1.011493854,48.0991914,4.086093953,58.507,32.524
247,5060004610,0,5060004610,5060004610,0,0,3509.3,3509.3,511506,0,0,1,42,103,Indonesia,-27.4886,3509.358868,N_Ret_Ratio,-2.258,1922454.709,15.50485524,1088076.69,0.491502484,168794.4924,0.636593352,1.011493854,48.0991914,-1.18111351,2.258,1.24125
254,5060004650,0,5060004650,5060004650,0,0,4078.8,4078.8,511508,0,0,1,44,103,Indonesia,-16.5446,4078.813266,Sed_export,143.2625063,1922454.709,16.18586286,310461.1282,0.432310918,324769.1789,0.646794069,1.42930679,79.62370769,4.971634601,143.2625063,95.03354443
255,5060004650,0,5060004650,5060004650,0,0,4078.8,4078.8,511508,0,0,1,44,103,Indonesia,-16.5446,4078.813266,Sed_Ret_Ratio,-1.1721,1922454.709,16.18586286,310461.1282,0.432310918,324769.1789,0.646794069,1.42930679,79.62370769,-0.775694442,1.1721,0.8475
260,5060004660,0,5060004660,5060004660,0,0,4021.5,4021.5,511509,0,1,0,45,103,Indonesia,-10.0186,4021.542447,Sed_Ret_Ratio,-0.8839,1922454.709,20.75575663,485589.2246,0.679063715,236424.4846,0.6531467,1.654621035,58.79012424,-0.633344096,0.8839,0.8475
266,5060004800,0,5060004800,5060004800,0,0,5532.4,42680.5,511601,0,0,1,46,103,Indonesia,-12.3534,5532.414222,Sed_Ret_Ratio,-0.9818,1922454.709,67.55784865,3474336.624,1.897966924,1062022.981,0.644245526,3.544733724,191.9642436,-0.684005523,0.9818,0.8475
281,5060163740,5060164140,5060004800,5060004800,331.4,331.4,1341.6,19288.2,511605,0,0,1,49,103,Indonesia,-23.3127,1341.601964,Sed_Ret_Ratio,-1.9651,1922454.709,12.07383407,258334.4586,0.277208605,69292.28618,0.635530885,1.722333794,51.64899089,-1.086910759,1.9651,0.8475
283,5060163740,5060164140,5060004800,5060004800,331.4,331.4,1341.6,19288.2,511605,0,0,1,49,103,Indonesia,-23.3127,1341.601964,N_export,32.654,1922454.709,12.07383407,258334.4586,0.277208605,69292.28618,0.635530885,1.722333794,51.64899089,3.51613192,32.654,32.524
284,5060163740,5060164140,5060004800,5060004800,331.4,331.4,1341.6,19288.2,511605,0,0,1,49,103,Indonesia,-23.3127,1341.601964,N_Ret_Ratio,-1.985,1922454.709,12.07383407,258334.4586,0.277208605,69292.28618,0.635530885,1.722333794,51.64899089,-1.093599747,1.985,1.24125
290,5060162330,5060163740,5060004800,5060004800,414.6,414.6,8717.7,12864,511607,0,0,1,51,103,Indonesia,-21.8439,8717.766825,Sed_export,159.6017958,1922454.709,17.82445647,302886.5329,0.442584611,571086.3547,0.647156252,1.395443894,65.50883315,5.078927983,159.6017958,95.03354443
291,5060162330,5060163740,5060004800,5060004800,414.6,414.6,8717.7,12864,511607,0,0,1,51,103,Indonesia,-21.8439,8717.766825,Sed_Ret_Ratio,-1.7066,1922454.709,17.82445647,302886.5329,0.442584611,571086.3547,0.647156252,1.395443894,65.50883315,-0.995693235,1.7066,0.8475
301,5060159940,5060162330,5060004800,5060004800,646,646,1262.4,1262.4,511609,0,0,1,53,103,Indonesia,-11.3467,1262.38587,Sed_Ret_Ratio,-1.4984,1922454.709,35.77583938,486722.8804,0.842672921,190061.823,0.656492314,1.070541005,150.5559435,-0.915650527,1.4984,0.8475
426,5060006690,0,5060006690,5060006690,0,0,6824.8,6824.8,513000,0,1,0,76,103,Indonesia,-10.1052,6824.837501,Sed_export,210.0220321,1922454.709,86.28029433,6233352.515,2.940419616,1603943.573,0.625235089,1,235.0169343,5.351962545,210.0220321,95.03354443
427,5060006690,0,5060006690,5060006690,0,0,6824.8,6824.8,513000,0,1,0,76,103,Indonesia,-10.1052,6824.837501,Sed_Ret_Ratio,-1.6379,1922454.709,86.28029433,6233352.515,2.940419616,1603943.573,0.625235089,1,235.0169343,-0.969983146,1.6379,0.8475
430,5060006690,0,5060006690,5060006690,0,0,6824.8,6824.8,513000,0,1,0,76,103,Indonesia,-10.1052,6824.837501,N_export,91.574,1922454.709,86.28029433,6233352.515,2.940419616,1603943.573,0.625235089,1,235.0169343,4.528008325,91.574,32.524
433,5060006900,0,5060006900,5060006900,0,0,17360.7,17360.7,514000,0,1,0,77,103,Indonesia,-17.728,17360.80152,Sed_Ret_Ratio,-1.1414,1922454.709,44.32136034,743210.684,0.778362936,1484074.137,0.628454967,1.113404403,85.48469456,-0.761459821,1.1414,0.8475
436,5060006900,0,5060006900,5060006900,0,0,17360.7,17360.7,514000,0,1,0,77,103,Indonesia,-17.728,17360.80152,N_export,44.197,1922454.709,44.32136034,743210.684,0.778362936,1484074.137,0.628454967,1.113404403,85.48469456,3.811030713,44.197,32.524
479,5060010710,0,5060010710,5060010710,0,0,1950.3,1950.3,515017,0,1,0,84,103,Indonesia,-1.8677,1950.317408,N_Ret_Ratio,-1.417,1922454.709,963.4884148,44881231.25,26.40114621,5853536.587,0.722075485,1,3001.351888,-0.882527102,1.417,1.24125
559,5060015350,0,5060015350,5060015350,0,0,1702.6,1702.6,517003,0,1,0,105,103,Indonesia,-7.7015,1702.594122,Sed_export,203.966599,1922454.709,11.65005935,91873.1653,0.285132314,77469.32914,0.636881273,2.609137436,45.50060445,5.322847034,203.966599,95.03354443
560,5060015350,0,5060015350,5060015350,0,0,1702.6,1702.6,517003,0,1,0,105,103,Indonesia,-7.7015,1702.594122,Sed_Ret_Ratio,-1.6895,1922454.709,11.65005935,91873.1653,0.285132314,77469.32914,0.636881273,2.609137436,45.50060445,-0.989355303,1.6895,0.8475
563,5060015350,0,5060015350,5060015350,0,0,1702.6,1702.6,517003,0,1,0,105,103,Indonesia,-7.7015,1702.594122,N_export,88.769,1922454.709,11.65005935,91873.1653,0.285132314,77469.32914,0.636881273,2.609137436,45.50060445,4.497239704,88.769,32.524
578,5060015820,0,5060015820,5060015820,0,0,637.1,60622.8,521201,0,0,1,108,103,Indonesia,-20.6857,637.1192801,Sed_Ret_Ratio,-0.8581,1922454.709,25.36364206,413267.4774,0.436754033,63138.22818,0.626476104,1.939794954,99.10253992,-0.61955446,0.8581,0.8475
582,5060176860,5060015820,5060015820,5060015820,35.8,35.8,14473.7,14473.7,521202,0,0,2,109,103,Indonesia,-10.3956,14473.79115,Sed_export,172.8870711,1922454.709,4.323878086,85588.89394,0.091075637,195989.029,0.634392922,15.27610648,13.54104541,5.158406072,172.8870711,95.03354443
585,5060176860,5060015820,5060015820,5060015820,35.8,35.8,14473.7,14473.7,521202,0,0,2,109,103,Indonesia,-10.3956,14473.79115,N_export,51.258,1922454.709,4.323878086,85588.89394,0.091075637,195989.029,0.634392922,15.27610648,13.54104541,3.956192989,51.258,32.524
631,5060015870,0,5060015870,5060015870,0,0,15993.7,15993.9,521320,0,0,1,118,103,Indonesia,-11.088,15993.78015,N_export,41.639,1922454.709,12.65525098,298541.3691,0.301439603,573301.9794,0.638019897,40.19895219,35.84548787,3.752769327,41.639,32.524
633,5060015880,0,5060015880,5060015880,0,0,6989.6,6989.6,521330,0,1,0,119,103,Indonesia,-11.8278,6989.608595,Sed_export,102.5094767,1922454.709,2.941521244,23184.27134,0.020941076,83775.37118,0.625005648,16.65572533,11.98571752,4.63966317,102.5094767,95.03354443
637,5060015880,0,5060015880,5060015880,0,0,6989.6,6989.6,521330,0,1,0,119,103,Indonesia,-11.8278,6989.608595,N_export,48.23,1922454.709,2.941521244,23184.27134,0.020941076,83775.37118,0.625005648,16.65572533,11.98571752,3.896503194,48.23,32.524
651,5060016080,0,5060016080,5060016080,0,0,14606.9,14606.9,521360,0,0,1,122,103,Indonesia,-26.3546,14606.97251,Sed_export,140.649091,1922454.709,10.863131,351051.9828,0.25239188,285812.8855,0.645447348,77.03143675,19.56697763,4.953352809,140.649091,95.03354443
652,5060016080,0,5060016080,5060016080,0,0,14606.9,14606.9,521360,0,0,1,122,103,Indonesia,-26.3546,14606.97251,Sed_Ret_Ratio,-1.9225,1922454.709,10.863131,351051.9828,0.25239188,285812.8855,0.645447348,77.03143675,19.56697763,-1.072439414,1.9225,0.8475
654,5060016080,0,5060016080,5060016080,0,0,14606.9,14606.9,521360,0,0,1,122,103,Indonesia,-26.3546,14606.97251,N_export,99.592,1922454.709,10.863131,351051.9828,0.25239188,285812.8855,0.645447348,77.03143675,19.56697763,4.611072732,99.592,32.524
655,5060016080,0,5060016080,5060016080,0,0,14606.9,14606.9,521360,0,0,1,122,103,Indonesia,-26.3546,14606.97251,N_Ret_Ratio,-1.879,1922454.709,10.863131,351051.9828,0.25239188,285812.8855,0.645447348,77.03143675,19.56697763,-1.057443012,1.879,1.24125
686,5060016640,0,5060016640,5060016640,0,0,11124.8,11125,521394,0,0,1,128,103,Indonesia,-12.8806,11124.82064,Sed_Ret_Ratio,-0.959,1922454.709,6.837640032,81112.87882,0.176949694,221425.1012,0.617797759,30.10322999,19.90373771,-0.672434139,0.959,0.8475
689,5060016640,0,5060016640,5060016640,0,0,11124.8,11125,521394,0,0,1,128,103,Indonesia,-12.8806,11124.82064,N_export,58.109,1922454.709,6.837640032,81112.87882,0.176949694,221425.1012,0.617797759,30.10322999,19.90373771,4.079383197,58.109,32.524
691,5060016650,0,5060016650,5060016650,0,0,1901.4,1901.4,521395,0,1,0,129,103,Indonesia,-12.8911,1901.398125,Sed_export,188.9046587,1922454.709,18.70991789,220373.8666,0.40199469,55621.62453,0.642283882,43.38463401,29.2529844,5.24652215,188.9046587,95.03354443
695,5060016650,0,5060016650,5060016650,0,0,1901.4,1901.4,521395,0,1,0,129,103,Indonesia,-12.8911,1901.398125,N_export,48.865,1922454.709,18.70991789,220373.8666,0.40199469,55621.62453,0.642283882,43.38463401,29.2529844,3.909319354,48.865,32.524
698,5060016750,0,5060016750,5060016750,0,0,2522.6,2522.9,521396,0,0,1,130,103,Indonesia,-20.8033,2522.58439,Sed_Ret_Ratio,-1.018,1922454.709,5.091643981,70170.66133,0.103636041,18454.69979,0.63345646,1.960900672,7.315745575,-0.702106922,1.018,0.8475
700,5060016750,0,5060016750,5060016750,0,0,2522.6,2522.9,521396,0,0,1,130,103,Indonesia,-20.8033,2522.58439,N_export,75.764,1922454.709,5.091643981,70170.66133,0.103636041,18454.69979,0.63345646,1.960900672,7.315745575,4.34073578,75.764,32.524
713,5060016800,0,5060016800,5060016800,0,0,6948.2,6948.2,521399,0,1,0,133,103,Indonesia,-11.1458,6948.215805,Sed_export,218.6460404,1922454.709,4.810897435,164817.5782,0.151235099,50256.01936,0.618254198,1.691627122,7.232955205,5.392017343,218.6460404,95.03354443
714,5060016800,0,5060016800,5060016800,0,0,6948.2,6948.2,521399,0,1,0,133,103,Indonesia,-11.1458,6948.215805,Sed_Ret_Ratio,-0.9621,1922454.709,4.810897435,164817.5782,0.151235099,50256.01936,0.618254198,1.691627122,7.232955205,-0.674015328,0.9621,0.8475
717,5060016800,0,5060016800,5060016800,0,0,6948.2,6948.2,521399,0,1,0,133,103,Indonesia,-11.1458,6948.215805,N_export,75.553,1922454.709,4.810897435,164817.5782,0.151235099,50256.01936,0.618254198,1.691627122,7.232955205,4.337983311,75.553,32.524
735,5060149690,5060149420,5060017030,5060017030,464.4,464.4,1027.6,37752.9,521405,0,0,1,137,103,Indonesia,-24.7391,1027.625858,Sed_export,198.3948898,1922454.709,16.38871914,265679.6807,0.492336602,52182.25105,0.635206024,1.080603305,50.78070363,5.295287229,198.3948898,95.03354443
736,5060149690,5060149420,5060017030,5060017030,464.4,464.4,1027.6,37752.9,521405,0,0,1,137,103,Indonesia,-24.7391,1027.625858,Sed_Ret_Ratio,-2.239,1922454.709,16.38871914,265679.6807,0.492336602,52182.25105,0.635206024,1.080603305,50.78070363,-1.17526464,2.239,0.8475
738,5060149690,5060149420,5060017030,5060017030,464.4,464.4,1027.6,37752.9,521405,0,0,1,137,103,Indonesia,-24.7391,1027.625858,N_export,103.602,1922454.709,16.38871914,265679.6807,0.492336602,52182.25105,0.635206024,1.080603305,50.78070363,4.650162672,103.602,32.524
739,5060149690,5060149420,5060017030,5060017030,464.4,464.4,1027.6,37752.9,521405,0,0,1,137,103,Indonesia,-24.7391,1027.625858,N_Ret_Ratio,-2.591,1922454.709,16.38871914,265679.6807,0.492336602,52182.25105,0.635206024,1.080603305,50.78070363,-1.278430715,2.591,1.24125
745,5060147370,5060149690,5060017030,5060017030,529,529,5496.6,5496.6,521406,0,0,2,139,103,Indonesia,-15.2957,5496.583488,Sed_export,134.1821196,1922454.709,2.488735043,31900.02913,0.053995063,53490.44307,0.624783561,1,9.731550972,4.906622903,134.1821196,95.03354443
746,5060147370,5060149690,5060017030,5060017030,529,529,5496.6,5496.6,521406,0,0,2,139,103,Indonesia,-15.2957,5496.583488,Sed_Ret_Ratio,-1.1721,1922454.709,2.488735043,31900.02913,0.053995063,53490.44307,0.624783561,1,9.731550972,-0.775694442,1.1721,0.8475
748,5060147370,5060149690,5060017030,5060017030,529,529,5496.6,5496.6,521406,0,0,2,139,103,Indonesia,-15.2957,5496.583488,N_export,33.371,1922454.709,2.488735043,31900.02913,0.053995063,53490.44307,0.624783561,1,9.731550972,3.537213186,33.371,32.524
751,5060147330,5060149690,5060017030,5060017030,529.1,529.1,2993.2,31228.8,521407,0,0,1,140,103,Indonesia,-15.9212,2993.248247,Sed_Ret_Ratio,-1.3005,1922454.709,5.762382697,94652.15017,0.155533325,52753.56491,0.628052213,1.124771137,17.62447044,-0.833126491,1.3005,0.8475
753,5060147330,5060149690,5060017030,5060017030,529.1,529.1,2993.2,31228.8,521407,0,0,1,140,103,Indonesia,-15.9212,2993.248247,N_export,85.159,1922454.709,5.762382697,94652.15017,0.155533325,52753.56491,0.628052213,1.124771137,17.62447044,4.456194426,85.159,32.524
760,5060144770,5060147330,5060017030,5060017030,638.4,638.4,3826.1,3826.1,521408,0,0,2,142,103,Indonesia,-6.2578,3826.088357,Sed_export,127.4067646,1922454.709,2.024868219,49750.02326,0.055135697,33599.23902,0.623710043,1,8.781589353,4.855203073,127.4067646,95.03354443
763,5060144770,5060147330,5060017030,5060017030,638.4,638.4,3826.1,3826.1,521408,0,0,2,142,103,Indonesia,-6.2578,3826.088357,N_export,44.193,1922454.709,2.024868219,49750.02326,0.055135697,33599.23902,0.623710043,1,8.781589353,3.810942208,44.193,32.524
772,5060017060,0,5060017060,5060017060,0,0,9117,9117,521502,0,0,1,144,103,Indonesia,-12.2442,9117.061284,Sed_Ret_Ratio,-0.9368,1922454.709,45.88789674,1464639.955,1.210034832,1538500.867,0.625959259,1.047241651,168.7507807,-0.661037127,0.9368,0.8475
777,5060017070,0,5060017070,5060017070,0,0,6403.7,6403.7,521503,0,1,0,145,103,Indonesia,-12.1121,6403.768332,Sed_Ret_Ratio,-1.2875,1922454.709,38.32417437,870512.8703,1.065250402,911735.6584,0.636038449,1.019531892,142.3763853,-0.827459518,1.2875,0.8475
783,5060017340,0,5060017340,5060017340,0,0,7398.6,7398.6,521504,0,0,1,146,103,Indonesia,-16.3467,7398.587013,Sed_Ret_Ratio,-1.2009,1922454.709,17.36526053,319074.5688,0.525620294,434642.007,0.627883965,1.138442982,58.74652056,-0.788866368,1.2009,0.8475
786,5060017340,0,5060017340,5060017340,0,0,7398.6,7398.6,521504,0,0,1,146,103,Indonesia,-16.3467,7398.587013,N_export,38.907,1922454.709,17.36526053,319074.5688,0.525620294,434642.007,0.627883965,1.138442982,58.74652056,3.686551747,38.907,32.524
