"","Sub_Region","mean","raster_name","service","year","color"
"216","North-East Asia",0.815784931182861,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","2020","#dd1c77"
"217","Caribbean",0.00923166424036026,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"218","Antarctica",NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"219","Oceania",-0.000883178727235645,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"220","Western Asia",-0.00245755421929061,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"221","South-East Asia",-0.00232926197350025,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"222","Mesoamerica",0.0196627508848906,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"223","South America",-0.0202841199934483,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"224","Southern Africa",0.00150143587961793,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"225","North Africa",0.0142267988994718,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"226","West Africa",-0.00255489954724908,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"227","Central and Western Europe",0.00534825120121241,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"228","Central Africa",0.032311599701643,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"229","Eastern Europe",-0.0130317844450474,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"230","Central Asia",NA,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"231","East Africa and adjacent islands",0.00102151522878557,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"232","South Asia",0.00063282554037869,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"233","North America",-0.000575877202209085,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"234","North-East Asia",-0.00650842860341072,"coastal_risk_esa2020_value_md5_f9f644","Coastal_Protection","diff","#9e9ac8"
"235","Caribbean",61736.5078125,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"236","Antarctica",NA,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"237","Oceania",4788.759765625,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"238","Western Asia",48706.8828125,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"239","South-East Asia",94192.828125,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"240","Mesoamerica",10965.4638671875,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"241","South America",12364.8994140625,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"242","Southern Africa",4227.939453125,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"243","North Africa",14838.0546875,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"244","West Africa",36466.24609375,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"245","Central and Western Europe",79389.5703125,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"246","Central Africa",3754.15161132812,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"247","Eastern Europe",9365.1953125,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"248","Central Asia",1200.46398925781,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"249","East Africa and adjacent islands",13917.5361328125,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"250","South Asia",53798.53125,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"251","North America",19929.767578125,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"252","North-East Asia",26837.37109375,"nature_access_lspop2019_ESA2020ag_compressed_md5_6496bd","Nature_Access","diff","#A57C00"
"253","Caribbean",-0.462426483631134,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"254","Antarctica",NA,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"255","Oceania",0.194291681051254,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"256","Western Asia",0.533150970935822,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"257","South-East Asia",1.47633564472198,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"258","Mesoamerica",1.16074705123901,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"259","South America",0.271632939577103,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"260","Southern Africa",0.520837068557739,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"261","North Africa",1.54496037960052,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"262","West Africa",0.153680980205536,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"263","Central and Western Europe",-0.237841978669167,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"264","Central Africa",0.0650386810302734,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"265","Eastern Europe",0.00841162353754044,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"266","Central Asia",0.144007042050362,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"267","East Africa and adjacent islands",-0.178974613547325,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"268","South Asia",0.515884637832642,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"269","North America",0.160922154784203,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"270","North-East Asia",1.47481560707092,"global_n_export_tnc_esa2020_compressed_md5_1d3c17","Nitrogen_Export","diff","#2c944c"
"271","Caribbean",0.0444845929741859,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"272","Antarctica",0,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"273","Oceania",0.00215706252492964,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"274","Western Asia",0.0165394749492407,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"275","South-East Asia",0.0155317643657327,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"276","Mesoamerica",0.0472001917660236,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"277","South America",0.000471524486783892,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"278","Southern Africa",0.000962917227298021,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"279","North Africa",0.0171572994440794,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"280","West Africa",0.0154397403821349,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"281","Central and Western Europe",0.0383752100169659,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"282","Central Africa",0.000616711971815675,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"283","Eastern Europe",0.00202460517175496,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"284","Central Asia",0.000542441674042493,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"285","East Africa and adjacent islands",0.00150450959336013,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"286","South Asia",0.0219406243413687,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"287","North America",0.00512139778584242,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"288","North-East Asia",0.0697028562426567,"realized_polllination_on_ag_ESA2020mar_md5_da610a","Pollination","diff","#dd1c77"
"289","Caribbean",-1.28311014175415,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"290","Antarctica",NA,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"291","Oceania",2.64859509468079,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"292","Western Asia",-1.45663547515869,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"293","South-East Asia",9.00376510620117,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"294","Mesoamerica",-0.248469635844231,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"295","South America",-0.80444723367691,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"296","Southern Africa",2.59195137023926,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"297","North Africa",-0.130161806941032,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"298","West Africa",1.04852664470673,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"299","Central and Western Europe",0.0447587743401527,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"300","Central Africa",2.75943899154663,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"301","Eastern Europe",0.370263129472733,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"302","Central Asia",0.0440430529415607,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"303","East Africa and adjacent islands",-4.53588771820068,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"304","South Asia",-2.32991981506348,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"305","North America",0.441708385944366,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"306","North-East Asia",2.56422424316406,"global_sed_export_marine_mod_ESA_2020_compressed_md5_a988c0","Sediment_Export","diff","#08306b"
"307","Caribbean",-41.8421096801758,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"308","Antarctica",NA,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"309","Oceania",0.94712221622467,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"310","Western Asia",-4.66266202926636,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"311","South-East Asia",11.4552812576294,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"312","Mesoamerica",-14.1236257553101,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"313","South America",1.68874967098236,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"314","Southern Africa",11.0020771026611,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"315","North Africa",-0.182837709784508,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"316","West Africa",6.73419904708862,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"317","Central and Western Europe",-0.564539849758148,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"318","Central Africa",13.2200345993042,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"319","Eastern Europe",3.8411135673523,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"320","Central Asia",1.30648255348206,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"321","East Africa and adjacent islands",-16.4097232818604,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"322","South Asia",-19.9728355407715,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"323","North America",3.6891713142395,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
"324","North-East Asia",12.4080057144165,"global_usle_marine_mod_ESA_2020_compressed_md5_99e715","Usle","diff","#17c0ff"
