service,group,n_total,n_hot,pct_area,global_n_hot,pct_share,grouping_var,expected_share,relative_intensity
N_Ret_Ratio,Temperate Broadleaf & Mixed Forests,147675,8802,5.960385982732352,57514,15.304099871335675,WWF_biome,9.492969063881077,1.612151031816256
Pollination,Temperate Conifer Forests,52873,3103,5.8687799065685695,84590,3.6682823028726803,WWF_biome,3.3988268380875852,1.0792789623070969
N_export,Montane Grasslands & Shrublands,64673,3685,5.697895566929012,84590,4.356306892067621,WWF_biome,4.157364403374849,1.0478530312452943
Sed_Ret_Ratio,"Mediterranean Forests, Woodlands & Scrub",38493,2138,5.554256618086406,58381,3.6621503571367398,WWF_biome,2.4744395339493774,1.4799918554856313
Sed_export,Temperate Broadleaf & Mixed Forests,147675,8190,5.545962417470798,84590,9.681995507743233,WWF_biome,9.492969063881077,1.0199122574391783
Sed_Ret_Ratio,Temperate Broadleaf & Mixed Forests,147675,8084,5.474183172507195,58381,13.846970761035267,WWF_biome,9.492969063881077,1.4586554183264255
Sed_export,"Tropical & Subtropical Grasslands, Savannas & Shrublands",221617,12047,5.4359548229603325,84590,14.241636127201799,WWF_biome,14.246171153073522,0.9996816670371993
Pollination,"Temperate Grasslands, Savannas & Shrublands",112065,5977,5.333511801186811,84590,7.065847026835323,WWF_biome,7.203856970670952,0.9808422148860662
N_Ret_Ratio,Tropical & Subtropical Moist Broadleaf Forests,228792,11954,5.224833036120144,57514,20.78450464234795,WWF_biome,14.70740056247489,1.4132004193438814
N_export,Deserts & Xeric Shrublands,300307,15363,5.115764867285811,84590,18.16172124364582,WWF_biome,19.30458818802732,0.9407981701940524
Sed_export,Flooded Grasslands & Savannas,15012,766,5.102584598987477,84590,0.9055443905899043,WWF_biome,0.9650140618722378,0.9383742956377698
Sed_Ret_Ratio,"Tropical & Subtropical Grasslands, Savannas & Shrublands",221617,11214,5.06008113096017,58381,19.208304071530122,WWF_biome,14.246171153073522,1.3483134426183032
Sed_Ret_Ratio,Montane Grasslands & Shrublands,64673,3180,4.917044207010654,58381,5.446977612579436,WWF_biome,4.157364403374849,1.3101997044468146
N_Ret_Ratio,Mangroves,10188,494,4.848841774636828,57514,0.8589213061167715,WWF_biome,0.6549136199276818,1.3115031967293902
N_Ret_Ratio,Tropical & Subtropical Dry Broadleaf Forests,39350,1876,4.767471410419314,57514,3.261814514726849,WWF_biome,2.5295299316994777,1.28949433404624
Nature_Access,Tropical & Subtropical Coniferous Forests,12081,574,4.7512623127224565,77003,0.7454255029024843,WWF_biome,0.7766010445962234,0.9598564257533956
N_export,Temperate Conifer Forests,52873,2403,4.5448527603881,84590,2.8407613193048826,WWF_biome,3.3988268380875852,0.8358064281095565
Pollination,Montane Grasslands & Shrublands,64673,2928,4.527391647209809,84590,3.461402056980731,WWF_biome,4.157364403374849,0.832595298639409
Sed_Ret_Ratio,Temperate Conifer Forests,52873,2353,4.450286535660923,58381,4.030420856100444,WWF_biome,3.3988268380875852,1.1858270656613497
N_Ret_Ratio,Tropical & Subtropical Coniferous Forests,12081,527,4.3622216703915235,57514,0.9162986403310498,WWF_biome,0.7766010445962234,1.1798833477071347
N_export,"Temperate Grasslands, Savannas & Shrublands",112065,4870,4.3456922321866776,84590,5.757181699964535,WWF_biome,7.203856970670952,0.7991804561644876
N_Ret_Ratio,Deserts & Xeric Shrublands,300307,12525,4.170731950970174,57514,21.777306394964704,WWF_biome,19.30458818802732,1.128089663599815
Sed_Ret_Ratio,Mangroves,10188,422,4.1421279937181,58381,0.7228379095938747,WWF_biome,0.6549136199276818,1.103714883305822
Nature_Access,Montane Grasslands & Shrublands,64673,2457,3.7991124580582314,77003,3.190784774619171,WWF_biome,4.157364403374849,0.7675018268855547
Pollination,"Mediterranean Forests, Woodlands & Scrub",38493,1444,3.751331410905879,84590,1.7070575718169996,WWF_biome,2.4744395339493774,0.6898764542014963
N_Ret_Ratio,"Tropical & Subtropical Grasslands, Savannas & Shrublands",221617,7649,3.4514500241407475,57514,13.29937058803074,WWF_biome,14.246171153073522,0.9335399978794642
C_Risk,Mangroves,10188,320,3.1409501374165685,4337,7.3783721466451455,WWF_biome,0.6549136199276818,11.266176060683994
C_Risk_Red_Ratio,Mangroves,10188,284,2.7875932469572047,4337,6.548305280147567,WWF_biome,0.6549136199276818,9.998731253857047
N_Ret_Ratio,"Temperate Grasslands, Savannas & Shrublands",112065,3118,2.782313835720341,57514,5.421288729700595,WWF_biome,7.203856970670952,0.7525536322795242
Sed_Ret_Ratio,Flooded Grasslands & Savannas,15012,406,2.7045030642152943,58381,0.6954317329268084,WWF_biome,0.9650140618722378,0.7206441443740117
Nature_Access,Deserts & Xeric Shrublands,300307,7654,2.5487251379421725,77003,9.93987247250107,WWF_biome,19.30458818802732,0.5148968926809724
Sed_export,"Mediterranean Forests, Woodlands & Scrub",38493,971,2.5225365650897564,84590,1.1478898214919022,WWF_biome,2.4744395339493774,0.463898917610563
Sed_Ret_Ratio,"Temperate Grasslands, Savannas & Shrublands",112065,2441,2.1782001516976757,58381,4.1811548277693085,WWF_biome,7.203856970670952,0.5804050309149718
Nature_Access,Temperate Conifer Forests,52873,1127,2.131522705350557,77003,1.4635793410646338,WWF_biome,3.3988268380875852,0.4306130941016532
N_Ret_Ratio,Temperate Conifer Forests,52873,1042,1.9707601233143572,57514,1.8117327954932712,WWF_biome,3.3988268380875852,0.5330465133412555
C_Risk_Red_Ratio,"Mediterranean Forests, Woodlands & Scrub",38493,715,1.8574805808848363,4337,16.486050265160248,WWF_biome,2.4744395339493774,6.662539148349027
Sed_export,Montane Grasslands & Shrublands,64673,1162,1.7967312479705597,84590,1.3736848327225442,WWF_biome,4.157364403374849,0.33042204133162334
Pollination,Deserts & Xeric Shrublands,300307,5306,1.7668585813850495,84590,6.2726090554439065,WWF_biome,19.30458818802732,0.3249284053277122
C_Risk,"Mediterranean Forests, Woodlands & Scrub",38493,656,1.7042059595251087,4337,15.12566290062255,WWF_biome,2.4744395339493774,6.1127631906530935
Sed_export,"Temperate Grasslands, Savannas & Shrublands",112065,1765,1.5749788069423996,84590,2.0865350514245184,WWF_biome,7.203856970670952,0.28964137682347446
Sed_Ret_Ratio,Deserts & Xeric Shrublands,300307,3906,1.30066898207501,58381,6.69053287884757,WWF_biome,19.30458818802732,0.34657734284106767
Pollination,Boreal Forests/Taiga,165202,1545,0.9352187019527608,84590,1.826457028017496,WWF_biome,10.619654479710727,0.1719883666184258
N_Ret_Ratio,Boreal Forests/Taiga,165202,1272,0.7699664652970303,57514,2.211635427895817,WWF_biome,10.619654479710727,0.2082586991997936
C_Risk_Red_Ratio,Temperate Broadleaf & Mixed Forests,147675,1109,0.7509734213644828,4337,25.570670970717085,WWF_biome,9.492969063881077,2.6936431372149494
C_Risk,Temperate Broadleaf & Mixed Forests,147675,1088,0.7367530049094295,4337,25.086465298593495,WWF_biome,9.492969063881077,2.642636369062096
Sed_export,Tundra,147297,1062,0.7209922809018513,84590,1.255467549355716,WWF_biome,9.468670148654077,0.13259175044070726
Sed_export,Deserts & Xeric Shrublands,300307,2116,0.704612280100031,84590,2.501477716042085,WWF_biome,19.30458818802732,0.12957943944090441
Sed_Ret_Ratio,Boreal Forests/Taiga,165202,1145,0.6930908826769652,58381,1.961254517736935,WWF_biome,10.619654479710727,0.18468157523241363
Nature_Access,Boreal Forests/Taiga,165202,889,0.538129078340456,77003,1.1545004740075062,WWF_biome,10.619654479710727,0.10871356278240742
C_Risk,Temperate Conifer Forests,52873,259,0.489853044086774,4337,5.971869956190915,WWF_biome,3.3988268380875852,1.7570386020463171
N_export,Boreal Forests/Taiga,165202,762,0.46125349572039076,84590,0.9008156992552311,WWF_biome,10.619654479710727,0.08482533033219446
C_Risk_Red_Ratio,Temperate Conifer Forests,52873,227,0.42933066026138106,4337,5.234032741526401,WWF_biome,3.3988268380875852,1.5399527516004403
C_Risk,Tropical & Subtropical Moist Broadleaf Forests,228792,915,0.3999265708591209,4337,21.097532856813466,WWF_biome,14.70740056247489,1.4344841406334332
C_Risk_Red_Ratio,Tropical & Subtropical Moist Broadleaf Forests,228792,866,0.37850973810273086,4337,19.967719621858425,WWF_biome,14.70740056247489,1.3576647713536099
C_Risk,Tropical & Subtropical Dry Broadleaf Forests,39350,137,0.34815756035578144,4337,3.1588655752824533,WWF_biome,2.5295299316994777,1.2487954918802455
C_Risk_Red_Ratio,Tropical & Subtropical Dry Broadleaf Forests,39350,130,0.3303684879288437,4337,2.9974636845745906,WWF_biome,2.5295299316994777,1.1849884229520578
C_Risk,Tropical & Subtropical Coniferous Forests,12081,29,0.2400463537786607,4337,0.6686649757897164,WWF_biome,0.7766010445962234,0.8610147777194583
C_Risk_Red_Ratio,Flooded Grasslands & Savannas,15012,35,0.23314681588062883,4337,0.8070094535393129,WWF_biome,0.9650140618722378,0.8362670404756819
C_Risk,Flooded Grasslands & Savannas,15012,34,0.22648547828403942,4337,0.7839520405810467,WWF_biome,0.9650140618722378,0.8123736964620909
C_Risk_Red_Ratio,Tropical & Subtropical Coniferous Forests,12081,21,0.17382666997765084,4337,0.4842056721235877,WWF_biome,0.7766010445962234,0.6234934597278836
Sed_Ret_Ratio,Tundra,147297,243,0.1649728100368643,58381,0.41623130813107,WWF_biome,9.468670148654077,0.04395879269173139
C_Risk,Boreal Forests/Taiga,165202,209,0.12651178557160325,4337,4.818999308277611,WWF_biome,10.619654479710727,0.45378117691912684
C_Risk,Tundra,147297,186,0.12627548422574797,4337,4.288678810237491,WWF_biome,9.468670148654077,0.452933594993496
C_Risk_Red_Ratio,Tundra,147297,183,0.12423878286726817,4337,4.219506571362693,WWF_biome,9.468670148654077,0.4456282144290848
C_Risk_Red_Ratio,"Temperate Grasslands, Savannas & Shrublands",112065,130,0.11600410476062999,4337,2.9974636845745906,WWF_biome,7.203856970670952,0.41609150442299986
