overlap_category,exposure_type,country,region_wb,income_grp,WWF_biome,population
all hotspots,hydrological,Bahrain,Middle East & North Africa,2. High income: nonOECD,Deserts & Xeric Shrublands,880142.2947570365
all hotspots,hydrological,Bangladesh,South Asia,5. Low income,Mangroves,8436843.048926396
all hotspots,hydrological,Bangladesh,South Asia,5. Low income,None,1089826.3966517546
all hotspots,hydrological,Bangladesh,South Asia,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",166611.53979601187
all hotspots,hydrological,Bangladesh,South Asia,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,130085203.88659962
all hotspots,hydrological,Barbados,Latin America & Caribbean,2. High income: nonOECD,Deserts & Xeric Shrublands,153982.4405765254
all hotspots,hydrological,Belarus,Europe & Central Asia,3. Upper middle income,Temperate Broadleaf & Mixed Forests,6828274.683149479
all hotspots,hydrological,Belgium,Europe & Central Asia,1. High income: OECD,None,0.0
all hotspots,hydrological,Belgium,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,6982830.551137833
all hotspots,hydrological,Belize,Latin America & Caribbean,4. Lower middle income,Mangroves,43338.7153138509
all hotspots,hydrological,Belize,Latin America & Caribbean,4. Lower middle income,None,25021.380633711815
all hotspots,hydrological,Belize,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Coniferous Forests,29012.2652955018
all hotspots,hydrological,Belize,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,258510.61953359502
all hotspots,hydrological,Benin,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",9310093.646816134
all hotspots,hydrological,Benin,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,798545.4553901609
all hotspots,hydrological,Bhutan,South Asia,4. Lower middle income,Montane Grasslands & Shrublands,6280.653430495411
all hotspots,hydrological,Bhutan,South Asia,4. Lower middle income,Rock & Ice,28.624005207791924
all hotspots,hydrological,Bhutan,South Asia,4. Lower middle income,Temperate Broadleaf & Mixed Forests,574313.1747303153
all hotspots,hydrological,Bhutan,South Asia,4. Lower middle income,Temperate Conifer Forests,47320.74957265239
all hotspots,hydrological,Bhutan,South Asia,4. Lower middle income,Tropical & Subtropical Coniferous Forests,22730.193948461674
all hotspots,hydrological,Bhutan,South Asia,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",35015.22235002555
all hotspots,hydrological,Bhutan,South Asia,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,127590.65922501683
all hotspots,hydrological,Bolivia,Latin America & Caribbean,4. Lower middle income,Flooded Grasslands & Savannas,23291.118851935375
all hotspots,hydrological,Bolivia,Latin America & Caribbean,4. Lower middle income,Lakes,16778.0883787293
all hotspots,hydrological,Bolivia,Latin America & Caribbean,4. Lower middle income,Montane Grasslands & Shrublands,4104860.041343881
all hotspots,hydrological,Bolivia,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,4943814.26200212
all hotspots,hydrological,Bolivia,Latin America & Caribbean,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",703715.9750235486
all hotspots,hydrological,Bolivia,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,1070324.562069083
all hotspots,hydrological,"Bonaire, Sint Eustatius and Saba",Latin America & Caribbean,2. High income: nonOECD,Deserts & Xeric Shrublands,0.0
all hotspots,hydrological,"Bonaire, Sint Eustatius and Saba",Latin America & Caribbean,2. High income: nonOECD,Mangroves,0.0
all hotspots,hydrological,"Bonaire, Sint Eustatius and Saba",Latin America & Caribbean,2. High income: nonOECD,None,0.0
all hotspots,hydrological,Bosnia and Herzegovina,Europe & Central Asia,3. Upper middle income,"Mediterranean Forests, Woodlands & Scrub",157857.8170419836
all hotspots,hydrological,Bosnia and Herzegovina,Europe & Central Asia,3. Upper middle income,Temperate Broadleaf & Mixed Forests,3363343.7567324326
all hotspots,hydrological,Botswana,Sub-Saharan Africa,3. Upper middle income,Deserts & Xeric Shrublands,124942.64256655506
all hotspots,hydrological,Botswana,Sub-Saharan Africa,3. Upper middle income,Flooded Grasslands & Savannas,39183.81498310011
all hotspots,hydrological,Botswana,Sub-Saharan Africa,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1267083.4541993516
all hotspots,hydrological,Brazil,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,13228771.319189012
all hotspots,hydrological,Brazil,Latin America & Caribbean,3. Upper middle income,Flooded Grasslands & Savannas,30972.976837912574
all hotspots,hydrological,Brazil,Latin America & Caribbean,3. Upper middle income,Mangroves,2877095.3200703748
all hotspots,hydrological,Brazil,Latin America & Caribbean,3. Upper middle income,None,1787664.615622277
all hotspots,hydrological,Brazil,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,1546000.8061836779
all hotspots,hydrological,Brazil,Latin America & Caribbean,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",29209667.994082723
all hotspots,hydrological,Brazil,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,95560057.67785487
all hotspots,hydrological,British Indian Ocean Territory,Sub-Saharan Africa,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,0.0
all hotspots,hydrological,British Virgin Islands,Latin America & Caribbean,1. High income: OECD,Deserts & Xeric Shrublands,0.0
all hotspots,hydrological,Brunei,East Asia & Pacific,2. High income: nonOECD,Mangroves,3383.3938781544566
all hotspots,hydrological,Brunei,East Asia & Pacific,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,379594.7348914705
all hotspots,hydrological,Bulgaria,Europe & Central Asia,3. Upper middle income,"Mediterranean Forests, Woodlands & Scrub",1944.736670896411
all hotspots,hydrological,Bulgaria,Europe & Central Asia,3. Upper middle income,None,5440.604291334748
all hotspots,hydrological,Bulgaria,Europe & Central Asia,3. Upper middle income,Temperate Broadleaf & Mixed Forests,4860560.3151774015
all hotspots,hydrological,Bulgaria,Europe & Central Asia,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",0.0
all hotspots,hydrological,Burkina Faso,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",13828427.705919044
all hotspots,hydrological,Burundi,Sub-Saharan Africa,5. Low income,Lakes,54757.77394520491
all hotspots,hydrological,Burundi,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",3285019.3459686735
all hotspots,hydrological,Burundi,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,3012118.6530420543
all hotspots,hydrological,Cabo Verde,Sub-Saharan Africa,4. Lower middle income,None,0.0
all hotspots,hydrological,Cabo Verde,Sub-Saharan Africa,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,0.0
all hotspots,hydrological,Cambodia,East Asia & Pacific,5. Low income,Mangroves,129174.93123247474
all hotspots,hydrological,Cambodia,East Asia & Pacific,5. Low income,None,1059.1544404402375
all hotspots,hydrological,Cambodia,East Asia & Pacific,5. Low income,Tropical & Subtropical Dry Broadleaf Forests,9651264.068474764
all hotspots,hydrological,Cambodia,East Asia & Pacific,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,5567934.981135061
all hotspots,hydrological,Cameroon,Sub-Saharan Africa,4. Lower middle income,Flooded Grasslands & Savannas,16450.86680340767
all hotspots,hydrological,Cameroon,Sub-Saharan Africa,4. Lower middle income,Lakes,202057.5123447422
all hotspots,hydrological,Cameroon,Sub-Saharan Africa,4. Lower middle income,Mangroves,3398255.694466021
all hotspots,hydrological,Cameroon,Sub-Saharan Africa,4. Lower middle income,None,223.7429377734661
all hotspots,hydrological,Cameroon,Sub-Saharan Africa,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",9396033.352405341
all hotspots,hydrological,Cameroon,Sub-Saharan Africa,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,10444020.286571449
all hotspots,hydrological,Canada,North America,1. High income: OECD,Boreal Forests/Taiga,1009047.472177351
all hotspots,hydrological,Canada,North America,1. High income: OECD,Lakes,914181.3013475819
all hotspots,hydrological,Canada,North America,1. High income: OECD,None,251739.93356373275
all hotspots,hydrological,Canada,North America,1. High income: OECD,Rock & Ice,0.0
all hotspots,hydrological,Canada,North America,1. High income: OECD,Temperate Broadleaf & Mixed Forests,21189964.18927268
all hotspots,hydrological,Canada,North America,1. High income: OECD,Temperate Conifer Forests,4354112.831648362
all hotspots,hydrological,Canada,North America,1. High income: OECD,"Temperate Grasslands, Savannas & Shrublands",6037085.257942376
all hotspots,hydrological,Canada,North America,1. High income: OECD,Tundra,843.0000001764856
all hotspots,hydrological,Central African Republic,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2760501.281883546
all hotspots,hydrological,Central African Republic,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,1375590.6468150248
all hotspots,hydrological,Chad,Sub-Saharan Africa,5. Low income,Deserts & Xeric Shrublands,67206.89372409851
all hotspots,hydrological,Chad,Sub-Saharan Africa,5. Low income,Flooded Grasslands & Savannas,287435.5726821397
all hotspots,hydrological,Chad,Sub-Saharan Africa,5. Low income,Lakes,104098.13507157075
all hotspots,hydrological,Chad,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",15018872.44435902
all hotspots,hydrological,Chile,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,877707.5398737789
all hotspots,hydrological,Chile,Latin America & Caribbean,3. Upper middle income,"Mediterranean Forests, Woodlands & Scrub",10758536.551129868
all hotspots,hydrological,Chile,Latin America & Caribbean,3. Upper middle income,Montane Grasslands & Shrublands,40170.954528738395
all hotspots,hydrological,Chile,Latin America & Caribbean,3. Upper middle income,None,32014.1191889029
all hotspots,hydrological,Chile,Latin America & Caribbean,3. Upper middle income,Rock & Ice,0.0
all hotspots,hydrological,Chile,Latin America & Caribbean,3. Upper middle income,Temperate Broadleaf & Mixed Forests,4842185.9689820325
all hotspots,hydrological,Chile,Latin America & Caribbean,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",2180.048133484088
all hotspots,hydrological,Chile,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
all hotspots,hydrological,China,East Asia & Pacific,3. Upper middle income,Boreal Forests/Taiga,0.0
all hotspots,hydrological,China,East Asia & Pacific,3. Upper middle income,Deserts & Xeric Shrublands,25982173.017878614
all hotspots,hydrological,China,East Asia & Pacific,3. Upper middle income,Flooded Grasslands & Savannas,11613986.72027848
all hotspots,hydrological,China,East Asia & Pacific,3. Upper middle income,Montane Grasslands & Shrublands,24669825.101806365
all hotspots,hydrological,China,East Asia & Pacific,3. Upper middle income,None,11927494.047393259
all hotspots,hydrological,China,East Asia & Pacific,3. Upper middle income,Rock & Ice,2778.025368958479
all hotspots,hydrological,China,East Asia & Pacific,3. Upper middle income,Temperate Broadleaf & Mixed Forests,797061357.1242423
all hotspots,hydrological,China,East Asia & Pacific,3. Upper middle income,Temperate Conifer Forests,12354917.865999876
all hotspots,hydrological,China,East Asia & Pacific,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",25792527.096091643
all hotspots,hydrological,China,East Asia & Pacific,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,333218016.07005477
all hotspots,hydrological,Colombia,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,2718836.7752021113
all hotspots,hydrological,Colombia,Latin America & Caribbean,3. Upper middle income,Mangroves,385388.80242334143
all hotspots,hydrological,Colombia,Latin America & Caribbean,3. Upper middle income,Montane Grasslands & Shrublands,279115.69226124673
all hotspots,hydrological,Colombia,Latin America & Caribbean,3. Upper middle income,None,97734.09459726885
all hotspots,hydrological,Colombia,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,6886606.366065914
all hotspots,hydrological,Colombia,Latin America & Caribbean,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",523562.8244495739
all hotspots,hydrological,Colombia,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,29234600.253677163
all hotspots,hydrological,Comoros,Sub-Saharan Africa,5. Low income,None,12764.562172412872
all hotspots,hydrological,Comoros,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,359565.47502899123
all hotspots,hydrological,Cook Islands,East Asia & Pacific,3. Upper middle income,None,0.0
all hotspots,hydrological,Cook Islands,East Asia & Pacific,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
all hotspots,hydrological,Costa Rica,Latin America & Caribbean,3. Upper middle income,Mangroves,12563.106543496251
all hotspots,hydrological,Costa Rica,Latin America & Caribbean,3. Upper middle income,None,8603.419702628627
all hotspots,hydrological,Costa Rica,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,128920.51884204149
all hotspots,hydrological,Costa Rica,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,4445590.226485633
all hotspots,hydrological,Croatia,Europe & Central Asia,2. High income: nonOECD,"Mediterranean Forests, Woodlands & Scrub",677740.913475137
all hotspots,hydrological,Croatia,Europe & Central Asia,2. High income: nonOECD,None,18001.814933847636
all hotspots,hydrological,Croatia,Europe & Central Asia,2. High income: nonOECD,Temperate Broadleaf & Mixed Forests,2945574.0521705477
all hotspots,hydrological,Cuba,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,1440005.2932516662
all hotspots,hydrological,Cuba,Latin America & Caribbean,3. Upper middle income,Flooded Grasslands & Savannas,66585.04275165405
all hotspots,hydrological,Cuba,Latin America & Caribbean,3. Upper middle income,Mangroves,59566.95650784671
all hotspots,hydrological,Cuba,Latin America & Caribbean,3. Upper middle income,None,12882.049317620695
all hotspots,hydrological,Cuba,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Coniferous Forests,331860.75514232635
all hotspots,hydrological,Cuba,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,3342543.726788612
all hotspots,hydrological,Cuba,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,1400216.4012027155
all hotspots,hydrological,Cura̤ao,Latin America & Caribbean,2. High income: nonOECD,Deserts & Xeric Shrublands,19495.663902819157
all hotspots,hydrological,Cura̤ao,Latin America & Caribbean,2. High income: nonOECD,Mangroves,112089.90205554664
all hotspots,hydrological,Cyprus,Europe & Central Asia,2. High income: nonOECD,"Mediterranean Forests, Woodlands & Scrub",936970.2728057628
all hotspots,hydrological,Cyprus,Europe & Central Asia,2. High income: nonOECD,None,2784.1108605116606
all hotspots,hydrological,Czechia,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,7925574.994101879
all hotspots,hydrological,Czechia,Europe & Central Asia,1. High income: OECD,Temperate Conifer Forests,195618.0470337374
all hotspots,hydrological,Democratic Republic of the Congo,Sub-Saharan Africa,5. Low income,Flooded Grasslands & Savannas,20380.677499387413
all hotspots,hydrological,Democratic Republic of the Congo,Sub-Saharan Africa,5. Low income,Lakes,480251.9110084757
all hotspots,hydrological,Democratic Republic of the Congo,Sub-Saharan Africa,5. Low income,Mangroves,128090.54363115877
all hotspots,hydrological,Democratic Republic of the Congo,Sub-Saharan Africa,5. Low income,Montane Grasslands & Shrublands,118691.75954656582
all hotspots,hydrological,Democratic Republic of the Congo,Sub-Saharan Africa,5. Low income,None,14715.674463294446
all hotspots,hydrological,Democratic Republic of the Congo,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",53221612.684388466
all hotspots,hydrological,Democratic Republic of the Congo,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,40124568.20837598
all hotspots,hydrological,Denmark,Europe & Central Asia,1. High income: OECD,None,205822.86499955773
all hotspots,hydrological,Denmark,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,3518610.575485308
all hotspots,hydrological,Djibouti,Middle East & North Africa,4. Lower middle income,Deserts & Xeric Shrublands,718307.2637294008
all hotspots,hydrological,Djibouti,Middle East & North Africa,4. Lower middle income,None,994.6693760044873
all hotspots,hydrological,Dominica,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,0.0
all hotspots,hydrological,Dominica,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
all hotspots,hydrological,Dominican Republic,Latin America & Caribbean,3. Upper middle income,Flooded Grasslands & Savannas,13214.647057317197
all hotspots,hydrological,Dominican Republic,Latin America & Caribbean,3. Upper middle income,Mangroves,29952.19201440364
all hotspots,hydrological,Dominican Republic,Latin America & Caribbean,3. Upper middle income,None,7574.896876513958
all hotspots,hydrological,Dominican Republic,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Coniferous Forests,125832.95991777297
all hotspots,hydrological,Dominican Republic,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,1527867.907402594
all hotspots,hydrological,Dominican Republic,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,6489177.89318043
all hotspots,hydrological,East Timor,East Asia & Pacific,4. Lower middle income,None,6346.894881209359
all hotspots,hydrological,East Timor,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,714234.8642556759
all hotspots,hydrological,Ecuador,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,275.1971448659897
all hotspots,hydrological,Ecuador,Latin America & Caribbean,3. Upper middle income,Flooded Grasslands & Savannas,691999.4772383121
all hotspots,hydrological,Ecuador,Latin America & Caribbean,3. Upper middle income,Mangroves,340374.92656730325
all hotspots,hydrological,Ecuador,Latin America & Caribbean,3. Upper middle income,Montane Grasslands & Shrublands,526834.4432633105
all hotspots,hydrological,Ecuador,Latin America & Caribbean,3. Upper middle income,None,25339.57833868265
all hotspots,hydrological,Ecuador,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,1080723.5466573732
all hotspots,hydrological,Ecuador,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,11359756.979705982
all hotspots,hydrological,Egypt,Middle East & North Africa,4. Lower middle income,Deserts & Xeric Shrublands,16119001.113098253
all hotspots,hydrological,Egypt,Middle East & North Africa,4. Lower middle income,Flooded Grasslands & Savannas,79459225.33370484
all hotspots,hydrological,Egypt,Middle East & North Africa,4. Lower middle income,"Mediterranean Forests, Woodlands & Scrub",7245124.672005666
all hotspots,hydrological,Egypt,Middle East & North Africa,4. Lower middle income,None,1462766.5166762827
all hotspots,hydrological,El Salvador,Latin America & Caribbean,4. Lower middle income,Mangroves,67650.09076153487
all hotspots,hydrological,El Salvador,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Coniferous Forests,348135.39611073676
all hotspots,hydrological,El Salvador,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,423298.25268739555
all hotspots,hydrological,El Salvador,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
all hotspots,hydrological,Equatorial Guinea,Sub-Saharan Africa,2. High income: nonOECD,Mangroves,1329.633015660569
all hotspots,hydrological,Equatorial Guinea,Sub-Saharan Africa,2. High income: nonOECD,None,1111.1437021493912
all hotspots,hydrological,Equatorial Guinea,Sub-Saharan Africa,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,1324007.1951147965
all hotspots,hydrological,Eritrea,Sub-Saharan Africa,5. Low income,Deserts & Xeric Shrublands,406211.10823887365
all hotspots,hydrological,Eritrea,Sub-Saharan Africa,5. Low income,Montane Grasslands & Shrublands,303500.08274372946
all hotspots,hydrological,Eritrea,Sub-Saharan Africa,5. Low income,None,5432.232497215271
all hotspots,hydrological,Eritrea,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1116303.1249705935
all hotspots,hydrological,Eritrea,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,495715.8915040336
all hotspots,hydrological,Estonia,Europe & Central Asia,1. High income: OECD,None,7705.509237580001
all hotspots,hydrological,Estonia,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,1102987.9803383672
all hotspots,hydrological,Ethiopia,Sub-Saharan Africa,5. Low income,Deserts & Xeric Shrublands,341384.1609501473
all hotspots,hydrological,Ethiopia,Sub-Saharan Africa,5. Low income,Flooded Grasslands & Savannas,6240.741762947291
all hotspots,hydrological,Ethiopia,Sub-Saharan Africa,5. Low income,Lakes,4700.915871173143
all hotspots,hydrological,Ethiopia,Sub-Saharan Africa,5. Low income,Montane Grasslands & Shrublands,42108122.65605204
all hotspots,hydrological,Ethiopia,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",6072381.177333974
all hotspots,hydrological,Ethiopia,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,17953671.963096827
all hotspots,hydrological,Falkland Islands,Latin America & Caribbean,1. High income: OECD,None,0.17771251499652863
all hotspots,hydrological,Falkland Islands,Latin America & Caribbean,1. High income: OECD,"Temperate Grasslands, Savannas & Shrublands",218.82228745520115
all hotspots,hydrological,Faroe Islands,Europe & Central Asia,2. High income: nonOECD,None,0.0
all hotspots,hydrological,Faroe Islands,Europe & Central Asia,2. High income: nonOECD,"Temperate Grasslands, Savannas & Shrublands",0.0
all hotspots,hydrological,Federated States of Micronesia,East Asia & Pacific,4. Lower middle income,None,0.0
all hotspots,hydrological,Federated States of Micronesia,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
all hotspots,hydrological,Fiji,East Asia & Pacific,4. Lower middle income,None,5096238.805937022
all hotspots,hydrological,Fiji,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,0.0
all hotspots,hydrological,Fiji,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
all hotspots,hydrological,Finland,Europe & Central Asia,1. High income: OECD,Boreal Forests/Taiga,3518290.64943499
all hotspots,hydrological,Finland,Europe & Central Asia,1. High income: OECD,None,61857.090347955
all hotspots,hydrological,Finland,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,180776.2927023815
all hotspots,hydrological,Finland,Europe & Central Asia,1. High income: OECD,Tundra,0.0
all hotspots,hydrological,France,Europe & Central Asia,1. High income: OECD,Deserts & Xeric Shrublands,81438.57167526835
all hotspots,hydrological,France,Europe & Central Asia,1. High income: OECD,Mangroves,185243.03453326575
all hotspots,hydrological,France,Europe & Central Asia,1. High income: OECD,"Mediterranean Forests, Woodlands & Scrub",7271969.29002547
all hotspots,hydrological,France,Europe & Central Asia,1. High income: OECD,None,642925.3845478718
all hotspots,hydrological,France,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,34937944.51559347
all hotspots,hydrological,France,Europe & Central Asia,1. High income: OECD,Temperate Conifer Forests,702018.6202306412
all hotspots,hydrological,France,Europe & Central Asia,1. High income: OECD,Tropical & Subtropical Dry Broadleaf Forests,0.0
all hotspots,hydrological,France,Europe & Central Asia,1. High income: OECD,Tropical & Subtropical Moist Broadleaf Forests,188447.7260599644
all hotspots,hydrological,French Polynesia,East Asia & Pacific,2. High income: nonOECD,None,0.0
all hotspots,hydrological,French Polynesia,East Asia & Pacific,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,0.0
all hotspots,hydrological,French Southern and Antarctic Lands,Sub-Saharan Africa,2. High income: nonOECD,None,0.0
all hotspots,hydrological,French Southern and Antarctic Lands,Sub-Saharan Africa,2. High income: nonOECD,Tundra,0.0
all hotspots,hydrological,Gabon,Sub-Saharan Africa,3. Upper middle income,Mangroves,999772.0530484095
all hotspots,hydrological,Gabon,Sub-Saharan Africa,3. Upper middle income,None,60.92378145456314
all hotspots,hydrological,Gabon,Sub-Saharan Africa,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",418680.6478876248
all hotspots,hydrological,Gabon,Sub-Saharan Africa,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,551513.8226542837
all hotspots,hydrological,Gambia,Sub-Saharan Africa,5. Low income,Mangroves,631517.304794295
all hotspots,hydrological,Gambia,Sub-Saharan Africa,5. Low income,None,20721.20354092121
all hotspots,hydrological,Gambia,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1483765.611558228
all hotspots,hydrological,Georgia,Europe & Central Asia,4. Lower middle income,Deserts & Xeric Shrublands,1485167.3368475377
all hotspots,hydrological,Georgia,Europe & Central Asia,4. Lower middle income,Temperate Broadleaf & Mixed Forests,2599626.2981277374
all hotspots,hydrological,Georgia,Europe & Central Asia,4. Lower middle income,"Temperate Grasslands, Savannas & Shrublands",126281.86741026095
all hotspots,hydrological,Germany,Europe & Central Asia,1. High income: OECD,None,94758.81084260182
all hotspots,hydrological,Germany,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,62890243.274510674
all hotspots,hydrological,Germany,Europe & Central Asia,1. High income: OECD,Temperate Conifer Forests,210522.17787562002
all hotspots,hydrological,Ghana,Sub-Saharan Africa,4. Lower middle income,Mangroves,184002.89531968534
all hotspots,hydrological,Ghana,Sub-Saharan Africa,4. Lower middle income,None,6414.033333912492
all hotspots,hydrological,Ghana,Sub-Saharan Africa,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",12408320.362420995
all hotspots,hydrological,Ghana,Sub-Saharan Africa,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,12921521.339793418
all hotspots,hydrological,Greece,Europe & Central Asia,1. High income: OECD,"Mediterranean Forests, Woodlands & Scrub",7204214.960790798
all hotspots,hydrological,Greece,Europe & Central Asia,1. High income: OECD,None,130640.27986987564
all hotspots,hydrological,Greece,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,348385.75105650444
all hotspots,hydrological,Greenland,Europe & Central Asia,2. High income: nonOECD,None,0.0
all hotspots,hydrological,Greenland,Europe & Central Asia,2. High income: nonOECD,Rock & Ice,0.0
all hotspots,hydrological,Greenland,Europe & Central Asia,2. High income: nonOECD,Tundra,0.0
all hotspots,hydrological,Grenada,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,0.0
all hotspots,hydrological,Grenada,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
all hotspots,hydrological,Guam,East Asia & Pacific,2. High income: nonOECD,None,0.0
all hotspots,hydrological,Guam,East Asia & Pacific,2. High income: nonOECD,Tropical & Subtropical Dry Broadleaf Forests,0.0
all hotspots,hydrological,Guatemala,Latin America & Caribbean,4. Lower middle income,Deserts & Xeric Shrublands,253246.12774080946
all hotspots,hydrological,Guatemala,Latin America & Caribbean,4. Lower middle income,Mangroves,71572.82088734338
all hotspots,hydrological,Guatemala,Latin America & Caribbean,4. Lower middle income,None,15279.849199950695
all hotspots,hydrological,Guatemala,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Coniferous Forests,6498595.686118049
all hotspots,hydrological,Guatemala,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,841368.4667044388
all hotspots,hydrological,Guatemala,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,5545949.582609564
