overlap_category,exposure_type,country,region_wb,income_grp,WWF_biome,population
2 or more overlapping,travel_footprint,Mozambique,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,8602606.586529769
2 or more overlapping,travel_footprint,Myanmar,East Asia & Pacific,5. Low income,Mangroves,4102542.464892801
2 or more overlapping,travel_footprint,Myanmar,East Asia & Pacific,5. Low income,Montane Grasslands & Shrublands,80.00000005960464
2 or more overlapping,travel_footprint,Myanmar,East Asia & Pacific,5. Low income,None,389479.54381479183
2 or more overlapping,travel_footprint,Myanmar,East Asia & Pacific,5. Low income,Temperate Broadleaf & Mixed Forests,14580.611182309687
2 or more overlapping,travel_footprint,Myanmar,East Asia & Pacific,5. Low income,Temperate Conifer Forests,2410.6168342633173
2 or more overlapping,travel_footprint,Myanmar,East Asia & Pacific,5. Low income,Tropical & Subtropical Dry Broadleaf Forests,679948.6259137564
2 or more overlapping,travel_footprint,Myanmar,East Asia & Pacific,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,25229333.521269046
2 or more overlapping,travel_footprint,NOR,Europe & Central Asia,1. High income: OECD,None,0.0
2 or more overlapping,travel_footprint,NOR,Europe & Central Asia,1. High income: OECD,Tundra,0.0
2 or more overlapping,travel_footprint,Namibia,Sub-Saharan Africa,3. Upper middle income,Deserts & Xeric Shrublands,264098.92442962155
2 or more overlapping,travel_footprint,Namibia,Sub-Saharan Africa,3. Upper middle income,Flooded Grasslands & Savannas,9363.848685960984
2 or more overlapping,travel_footprint,Namibia,Sub-Saharan Africa,3. Upper middle income,None,0.0
2 or more overlapping,travel_footprint,Namibia,Sub-Saharan Africa,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",809734.7487557145
2 or more overlapping,travel_footprint,Nepal,South Asia,5. Low income,Montane Grasslands & Shrublands,12242.995620034635
2 or more overlapping,travel_footprint,Nepal,South Asia,5. Low income,Rock & Ice,822.5008886242285
2 or more overlapping,travel_footprint,Nepal,South Asia,5. Low income,Temperate Broadleaf & Mixed Forests,4766374.84972202
2 or more overlapping,travel_footprint,Nepal,South Asia,5. Low income,Temperate Conifer Forests,240800.7136146892
2 or more overlapping,travel_footprint,Nepal,South Asia,5. Low income,Tropical & Subtropical Coniferous Forests,2407103.221999606
2 or more overlapping,travel_footprint,Nepal,South Asia,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",11091015.648627901
2 or more overlapping,travel_footprint,Nepal,South Asia,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,4725374.994742187
2 or more overlapping,travel_footprint,Netherlands,Europe & Central Asia,1. High income: OECD,None,363262.6966384533
2 or more overlapping,travel_footprint,Netherlands,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,16998246.96049923
2 or more overlapping,travel_footprint,New Caledonia,East Asia & Pacific,2. High income: nonOECD,None,26643.23144426942
2 or more overlapping,travel_footprint,New Caledonia,East Asia & Pacific,2. High income: nonOECD,Tropical & Subtropical Dry Broadleaf Forests,151202.3272784734
2 or more overlapping,travel_footprint,New Caledonia,East Asia & Pacific,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,40289.0003851708
2 or more overlapping,travel_footprint,New Zealand,East Asia & Pacific,1. High income: OECD,Montane Grasslands & Shrublands,8721.334074041806
2 or more overlapping,travel_footprint,New Zealand,East Asia & Pacific,1. High income: OECD,None,364857.6879943891
2 or more overlapping,travel_footprint,New Zealand,East Asia & Pacific,1. High income: OECD,Temperate Broadleaf & Mixed Forests,3568984.4333462836
2 or more overlapping,travel_footprint,New Zealand,East Asia & Pacific,1. High income: OECD,"Temperate Grasslands, Savannas & Shrublands",800139.4995417031
2 or more overlapping,travel_footprint,New Zealand,East Asia & Pacific,1. High income: OECD,Tundra,0.0
2 or more overlapping,travel_footprint,Nicaragua,Latin America & Caribbean,4. Lower middle income,Lakes,5003.587488934398
2 or more overlapping,travel_footprint,Nicaragua,Latin America & Caribbean,4. Lower middle income,Mangroves,23373.14952736348
2 or more overlapping,travel_footprint,Nicaragua,Latin America & Caribbean,4. Lower middle income,None,21185.42021271959
2 or more overlapping,travel_footprint,Nicaragua,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Coniferous Forests,938652.0182185243
2 or more overlapping,travel_footprint,Nicaragua,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,805545.8312749452
2 or more overlapping,travel_footprint,Nicaragua,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,1014050.298117907
2 or more overlapping,travel_footprint,Niger,Sub-Saharan Africa,5. Low income,Deserts & Xeric Shrublands,204311.00959333498
2 or more overlapping,travel_footprint,Niger,Sub-Saharan Africa,5. Low income,Flooded Grasslands & Savannas,25094.089242676273
2 or more overlapping,travel_footprint,Niger,Sub-Saharan Africa,5. Low income,Lakes,4060.4701120853424
2 or more overlapping,travel_footprint,Niger,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",9140170.783802306
2 or more overlapping,travel_footprint,Nigeria,Sub-Saharan Africa,4. Lower middle income,Flooded Grasslands & Savannas,583416.5422850677
2 or more overlapping,travel_footprint,Nigeria,Sub-Saharan Africa,4. Lower middle income,Lakes,67647.22782341018
2 or more overlapping,travel_footprint,Nigeria,Sub-Saharan Africa,4. Lower middle income,Mangroves,9741730.997626755
2 or more overlapping,travel_footprint,Nigeria,Sub-Saharan Africa,4. Lower middle income,Montane Grasslands & Shrublands,3654563.6005522897
2 or more overlapping,travel_footprint,Nigeria,Sub-Saharan Africa,4. Lower middle income,None,0.0
2 or more overlapping,travel_footprint,Nigeria,Sub-Saharan Africa,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",94406250.62922317
2 or more overlapping,travel_footprint,Nigeria,Sub-Saharan Africa,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,71385657.08892934
2 or more overlapping,travel_footprint,Niue,East Asia & Pacific,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,None,None,None,Boreal Forests/Taiga,142204.79114277358
2 or more overlapping,travel_footprint,None,None,None,Deserts & Xeric Shrublands,486277.51227608137
2 or more overlapping,travel_footprint,None,None,None,Flooded Grasslands & Savannas,38297.02376452088
2 or more overlapping,travel_footprint,None,None,None,Lakes,553897.1578254895
2 or more overlapping,travel_footprint,None,None,None,Mangroves,1324920.193409106
2 or more overlapping,travel_footprint,None,None,None,"Mediterranean Forests, Woodlands & Scrub",2202129.6272962536
2 or more overlapping,travel_footprint,None,None,None,None,124876612.42077175
2 or more overlapping,travel_footprint,None,None,None,Rock & Ice,0.0
2 or more overlapping,travel_footprint,None,None,None,Temperate Broadleaf & Mixed Forests,4196948.287134127
2 or more overlapping,travel_footprint,None,None,None,Temperate Conifer Forests,250993.1484221639
2 or more overlapping,travel_footprint,None,None,None,"Temperate Grasslands, Savannas & Shrublands",64372.18351262808
2 or more overlapping,travel_footprint,None,None,None,Tropical & Subtropical Coniferous Forests,80676.1675619483
2 or more overlapping,travel_footprint,None,None,None,Tropical & Subtropical Dry Broadleaf Forests,597754.5470106853
2 or more overlapping,travel_footprint,None,None,None,"Tropical & Subtropical Grasslands, Savannas & Shrublands",114041.61832381785
2 or more overlapping,travel_footprint,None,None,None,Tropical & Subtropical Moist Broadleaf Forests,2833555.967548917
2 or more overlapping,travel_footprint,None,None,None,Tundra,49914.888934445684
2 or more overlapping,travel_footprint,Norfolk Island,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,North Korea,East Asia & Pacific,5. Low income,None,255557.31642365153
2 or more overlapping,travel_footprint,North Korea,East Asia & Pacific,5. Low income,Temperate Broadleaf & Mixed Forests,24253733.18478672
2 or more overlapping,travel_footprint,Northern Mariana Islands,East Asia & Pacific,2. High income: nonOECD,None,0.0
2 or more overlapping,travel_footprint,Northern Mariana Islands,East Asia & Pacific,2. High income: nonOECD,Tropical & Subtropical Dry Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,Norway,Europe & Central Asia,1. High income: OECD,Boreal Forests/Taiga,1529298.2860743636
2 or more overlapping,travel_footprint,Norway,Europe & Central Asia,1. High income: OECD,None,226090.72792996792
2 or more overlapping,travel_footprint,Norway,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,362430.02624136093
2 or more overlapping,travel_footprint,Norway,Europe & Central Asia,1. High income: OECD,Temperate Conifer Forests,428908.65857135487
2 or more overlapping,travel_footprint,Norway,Europe & Central Asia,1. High income: OECD,Tundra,304165.2538488583
2 or more overlapping,travel_footprint,Oman,Middle East & North Africa,2. High income: nonOECD,Deserts & Xeric Shrublands,2181681.8714251406
2 or more overlapping,travel_footprint,Oman,Middle East & North Africa,2. High income: nonOECD,None,77109.6309305057
2 or more overlapping,travel_footprint,Oman,Middle East & North Africa,2. High income: nonOECD,"Temperate Grasslands, Savannas & Shrublands",470703.2343116927
2 or more overlapping,travel_footprint,Pakistan,South Asia,4. Lower middle income,Deserts & Xeric Shrublands,137349537.74371713
2 or more overlapping,travel_footprint,Pakistan,South Asia,4. Lower middle income,Flooded Grasslands & Savannas,484.9153761565685
2 or more overlapping,travel_footprint,Pakistan,South Asia,4. Lower middle income,Mangroves,17309923.241134994
2 or more overlapping,travel_footprint,Pakistan,South Asia,4. Lower middle income,Montane Grasslands & Shrublands,1034355.1324623377
2 or more overlapping,travel_footprint,Pakistan,South Asia,4. Lower middle income,None,2240989.090308711
2 or more overlapping,travel_footprint,Pakistan,South Asia,4. Lower middle income,Rock & Ice,43.00000128149986
2 or more overlapping,travel_footprint,Pakistan,South Asia,4. Lower middle income,Temperate Broadleaf & Mixed Forests,2823811.15721796
2 or more overlapping,travel_footprint,Pakistan,South Asia,4. Lower middle income,Temperate Conifer Forests,16415065.437629785
2 or more overlapping,travel_footprint,Pakistan,South Asia,4. Lower middle income,Tropical & Subtropical Coniferous Forests,6608690.730853119
2 or more overlapping,travel_footprint,Palau,East Asia & Pacific,3. Upper middle income,None,0.0
2 or more overlapping,travel_footprint,Palau,East Asia & Pacific,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,Panama,Latin America & Caribbean,3. Upper middle income,Mangroves,251400.95308927447
2 or more overlapping,travel_footprint,Panama,Latin America & Caribbean,3. Upper middle income,None,17655.5514020361
2 or more overlapping,travel_footprint,Panama,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,192020.10840953235
2 or more overlapping,travel_footprint,Panama,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,2858170.545621003
2 or more overlapping,travel_footprint,Papua New Guinea,East Asia & Pacific,4. Lower middle income,Mangroves,19916.20609827526
2 or more overlapping,travel_footprint,Papua New Guinea,East Asia & Pacific,4. Lower middle income,Montane Grasslands & Shrublands,10571.49032918457
2 or more overlapping,travel_footprint,Papua New Guinea,East Asia & Pacific,4. Lower middle income,None,151719.09091425262
2 or more overlapping,travel_footprint,Papua New Guinea,East Asia & Pacific,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",1398.5110204322264
2 or more overlapping,travel_footprint,Papua New Guinea,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,5579133.637804392
2 or more overlapping,travel_footprint,Paraguay,Latin America & Caribbean,4. Lower middle income,Flooded Grasslands & Savannas,123454.3891729291
2 or more overlapping,travel_footprint,Paraguay,Latin America & Caribbean,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",3794440.4220997854
2 or more overlapping,travel_footprint,Paraguay,Latin America & Caribbean,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,2592384.691326775
2 or more overlapping,travel_footprint,Peru,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,16504048.914447928
2 or more overlapping,travel_footprint,Peru,Latin America & Caribbean,3. Upper middle income,Lakes,224.17164278030396
2 or more overlapping,travel_footprint,Peru,Latin America & Caribbean,3. Upper middle income,Mangroves,87237.96349914145
2 or more overlapping,travel_footprint,Peru,Latin America & Caribbean,3. Upper middle income,Montane Grasslands & Shrublands,739005.1467446081
2 or more overlapping,travel_footprint,Peru,Latin America & Caribbean,3. Upper middle income,None,164866.98014329863
2 or more overlapping,travel_footprint,Peru,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,1950146.6288063019
2 or more overlapping,travel_footprint,Peru,Latin America & Caribbean,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.0
2 or more overlapping,travel_footprint,Peru,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,5451037.082303739
2 or more overlapping,travel_footprint,Philippines,East Asia & Pacific,4. Lower middle income,None,2855526.623376521
2 or more overlapping,travel_footprint,Philippines,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Coniferous Forests,868893.2459346817
2 or more overlapping,travel_footprint,Philippines,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,87568724.2019475
2 or more overlapping,travel_footprint,Pitcairn Islands,East Asia & Pacific,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,Poland,Europe & Central Asia,1. High income: OECD,None,29404.79898639396
2 or more overlapping,travel_footprint,Poland,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,17251408.38906771
2 or more overlapping,travel_footprint,Poland,Europe & Central Asia,1. High income: OECD,Temperate Conifer Forests,2512786.6523250733
2 or more overlapping,travel_footprint,Portugal,Europe & Central Asia,1. High income: OECD,"Mediterranean Forests, Woodlands & Scrub",5240464.911883399
2 or more overlapping,travel_footprint,Portugal,Europe & Central Asia,1. High income: OECD,None,367960.4134128187
2 or more overlapping,travel_footprint,Portugal,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,3322099.8599207993
2 or more overlapping,travel_footprint,Puerto Rico,Latin America & Caribbean,2. High income: nonOECD,Mangroves,10771.662937223911
2 or more overlapping,travel_footprint,Puerto Rico,Latin America & Caribbean,2. High income: nonOECD,None,24559.420445114374
2 or more overlapping,travel_footprint,Puerto Rico,Latin America & Caribbean,2. High income: nonOECD,Tropical & Subtropical Dry Broadleaf Forests,255547.68045305088
2 or more overlapping,travel_footprint,Puerto Rico,Latin America & Caribbean,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,2486305.6178830704
2 or more overlapping,travel_footprint,Qatar,Middle East & North Africa,2. High income: nonOECD,Deserts & Xeric Shrublands,1947801.9487249758
2 or more overlapping,travel_footprint,Qatar,Middle East & North Africa,2. High income: nonOECD,None,8.0
2 or more overlapping,travel_footprint,Republic of Serbia,Europe & Central Asia,3. Upper middle income,"Mediterranean Forests, Woodlands & Scrub",20486.848441392183
2 or more overlapping,travel_footprint,Republic of Serbia,Europe & Central Asia,3. Upper middle income,Temperate Broadleaf & Mixed Forests,6115958.465495998
2 or more overlapping,travel_footprint,Republic of the Congo,Sub-Saharan Africa,4. Lower middle income,None,408149.73445948586
2 or more overlapping,travel_footprint,Republic of the Congo,Sub-Saharan Africa,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",3303686.578444575
2 or more overlapping,travel_footprint,Republic of the Congo,Sub-Saharan Africa,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,753033.1165931888
2 or more overlapping,travel_footprint,Romania,Europe & Central Asia,3. Upper middle income,None,3116.2308989525773
2 or more overlapping,travel_footprint,Romania,Europe & Central Asia,3. Upper middle income,Temperate Broadleaf & Mixed Forests,6897778.125390491
2 or more overlapping,travel_footprint,Romania,Europe & Central Asia,3. Upper middle income,Temperate Conifer Forests,1306210.89592427
2 or more overlapping,travel_footprint,Romania,Europe & Central Asia,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",972540.9401636117
2 or more overlapping,travel_footprint,Russia,Europe & Central Asia,3. Upper middle income,Boreal Forests/Taiga,14062706.61221704
2 or more overlapping,travel_footprint,Russia,Europe & Central Asia,3. Upper middle income,Deserts & Xeric Shrublands,907714.6762811977
2 or more overlapping,travel_footprint,Russia,Europe & Central Asia,3. Upper middle income,Flooded Grasslands & Savannas,1624440.8146031587
2 or more overlapping,travel_footprint,Russia,Europe & Central Asia,3. Upper middle income,Lakes,129557.02988899685
2 or more overlapping,travel_footprint,Russia,Europe & Central Asia,3. Upper middle income,Montane Grasslands & Shrublands,23528.290307484334
2 or more overlapping,travel_footprint,Russia,Europe & Central Asia,3. Upper middle income,None,515647.09874552116
2 or more overlapping,travel_footprint,Russia,Europe & Central Asia,3. Upper middle income,Temperate Broadleaf & Mixed Forests,46293247.28620249
2 or more overlapping,travel_footprint,Russia,Europe & Central Asia,3. Upper middle income,Temperate Conifer Forests,447481.48301990714
2 or more overlapping,travel_footprint,Russia,Europe & Central Asia,3. Upper middle income,"Temperate Grasslands, Savannas & Shrublands",20300079.180963214
2 or more overlapping,travel_footprint,Russia,Europe & Central Asia,3. Upper middle income,Tundra,114085.47759017814
2 or more overlapping,travel_footprint,Rwanda,Sub-Saharan Africa,5. Low income,Montane Grasslands & Shrublands,308190.9336939007
2 or more overlapping,travel_footprint,Rwanda,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",5083486.034388547
2 or more overlapping,travel_footprint,Rwanda,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,5425640.411761177
2 or more overlapping,travel_footprint,Saint Helena,Sub-Saharan Africa,4. Lower middle income,None,0.0
2 or more overlapping,travel_footprint,Saint Helena,Sub-Saharan Africa,4. Lower middle income,"Temperate Grasslands, Savannas & Shrublands",0.0
2 or more overlapping,travel_footprint,Saint Helena,Sub-Saharan Africa,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.0
2 or more overlapping,travel_footprint,Saint Kitts and Nevis,Latin America & Caribbean,2. High income: nonOECD,None,0.0
2 or more overlapping,travel_footprint,Saint Kitts and Nevis,Latin America & Caribbean,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,Saint Lucia,Latin America & Caribbean,3. Upper middle income,Deserts & Xeric Shrublands,0.0
2 or more overlapping,travel_footprint,Saint Lucia,Latin America & Caribbean,3. Upper middle income,None,0.0
2 or more overlapping,travel_footprint,Saint Lucia,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,Saint Lucia,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,Saint Vincent and the Grenadines,Latin America & Caribbean,3. Upper middle income,Mangroves,0.0
2 or more overlapping,travel_footprint,Saint Vincent and the Grenadines,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Dry Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,Saint Vincent and the Grenadines,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,Samoa,East Asia & Pacific,4. Lower middle income,None,0.0
2 or more overlapping,travel_footprint,Samoa,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,Saudi Arabia,Middle East & North Africa,2. High income: nonOECD,Deserts & Xeric Shrublands,29943049.722691074
2 or more overlapping,travel_footprint,Saudi Arabia,Middle East & North Africa,2. High income: nonOECD,None,521805.5560192168
2 or more overlapping,travel_footprint,Senegal,Sub-Saharan Africa,4. Lower middle income,Mangroves,76459.8659956929
2 or more overlapping,travel_footprint,Senegal,Sub-Saharan Africa,4. Lower middle income,None,11912.966069192626
2 or more overlapping,travel_footprint,Senegal,Sub-Saharan Africa,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",10041984.356312573
2 or more overlapping,travel_footprint,Seychelles,Sub-Saharan Africa,3. Upper middle income,Deserts & Xeric Shrublands,0.0
2 or more overlapping,travel_footprint,Seychelles,Sub-Saharan Africa,3. Upper middle income,None,0.0
2 or more overlapping,travel_footprint,Seychelles,Sub-Saharan Africa,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,Sierra Leone,Sub-Saharan Africa,5. Low income,Mangroves,125157.33185602725
2 or more overlapping,travel_footprint,Sierra Leone,Sub-Saharan Africa,5. Low income,None,301566.44680805504
2 or more overlapping,travel_footprint,Sierra Leone,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",493230.99068732467
2 or more overlapping,travel_footprint,Sierra Leone,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,5265931.6181587
2 or more overlapping,travel_footprint,Singapore,East Asia & Pacific,2. High income: nonOECD,None,532980.6767897494
2 or more overlapping,travel_footprint,Singapore,East Asia & Pacific,2. High income: nonOECD,Tropical & Subtropical Moist Broadleaf Forests,4880281.964273728
2 or more overlapping,travel_footprint,Slovakia,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,3666885.6570142135
2 or more overlapping,travel_footprint,Slovakia,Europe & Central Asia,1. High income: OECD,Temperate Conifer Forests,1401078.4252487207
2 or more overlapping,travel_footprint,Slovenia,Europe & Central Asia,1. High income: OECD,"Mediterranean Forests, Woodlands & Scrub",155455.78880803136
2 or more overlapping,travel_footprint,Slovenia,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,1472665.229021567
2 or more overlapping,travel_footprint,Slovenia,Europe & Central Asia,1. High income: OECD,Temperate Conifer Forests,386766.2555070906
2 or more overlapping,travel_footprint,Solomon Islands,East Asia & Pacific,4. Lower middle income,None,6767.538753923029
2 or more overlapping,travel_footprint,Solomon Islands,East Asia & Pacific,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,178801.0643396388
2 or more overlapping,travel_footprint,Somalia,Sub-Saharan Africa,5. Low income,Deserts & Xeric Shrublands,600348.2740831437
2 or more overlapping,travel_footprint,Somalia,Sub-Saharan Africa,5. Low income,Mangroves,0.0
2 or more overlapping,travel_footprint,Somalia,Sub-Saharan Africa,5. Low income,None,0.0
2 or more overlapping,travel_footprint,Somalia,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",2091112.5881416928
2 or more overlapping,travel_footprint,Somalia,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,285279.6322538899
2 or more overlapping,travel_footprint,South Africa,Sub-Saharan Africa,3. Upper middle income,Deserts & Xeric Shrublands,461896.425354693
2 or more overlapping,travel_footprint,South Africa,Sub-Saharan Africa,3. Upper middle income,Mangroves,1362571.7356702667
2 or more overlapping,travel_footprint,South Africa,Sub-Saharan Africa,3. Upper middle income,"Mediterranean Forests, Woodlands & Scrub",7003944.780403869
2 or more overlapping,travel_footprint,South Africa,Sub-Saharan Africa,3. Upper middle income,Montane Grasslands & Shrublands,28655776.454667322
2 or more overlapping,travel_footprint,South Africa,Sub-Saharan Africa,3. Upper middle income,None,206220.39965746924
2 or more overlapping,travel_footprint,South Africa,Sub-Saharan Africa,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",10063456.958224043
2 or more overlapping,travel_footprint,South Africa,Sub-Saharan Africa,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,5352023.121937069
2 or more overlapping,travel_footprint,South Africa,Sub-Saharan Africa,3. Upper middle income,Tundra,0.0
2 or more overlapping,travel_footprint,South Georgia and the Islands,Antarctica,5. Low income,None,0.0
2 or more overlapping,travel_footprint,South Georgia and the Islands,Antarctica,5. Low income,Tundra,0.0
2 or more overlapping,travel_footprint,South Korea,East Asia & Pacific,1. High income: OECD,None,1828365.446267178
2 or more overlapping,travel_footprint,South Korea,East Asia & Pacific,1. High income: OECD,Temperate Broadleaf & Mixed Forests,48077747.76469945
2 or more overlapping,travel_footprint,South Sudan,Sub-Saharan Africa,5. Low income,Flooded Grasslands & Savannas,1076491.7885203077
2 or more overlapping,travel_footprint,South Sudan,Sub-Saharan Africa,5. Low income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",4082497.914359292
2 or more overlapping,travel_footprint,South Sudan,Sub-Saharan Africa,5. Low income,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,Spain,Europe & Central Asia,1. High income: OECD,"Mediterranean Forests, Woodlands & Scrub",30163323.71167947
2 or more overlapping,travel_footprint,Spain,Europe & Central Asia,1. High income: OECD,None,228923.91140228137
2 or more overlapping,travel_footprint,Spain,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,6378397.19088872
2 or more overlapping,travel_footprint,Sri Lanka,South Asia,4. Lower middle income,Deserts & Xeric Shrublands,481139.8354565995
2 or more overlapping,travel_footprint,Sri Lanka,South Asia,4. Lower middle income,None,140859.66585701331
2 or more overlapping,travel_footprint,Sri Lanka,South Asia,4. Lower middle income,Tropical & Subtropical Dry Broadleaf Forests,5898071.021042708
2 or more overlapping,travel_footprint,Sri Lanka,South Asia,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,9689604.54635212
2 or more overlapping,travel_footprint,Sudan,Sub-Saharan Africa,4. Lower middle income,Deserts & Xeric Shrublands,1364565.3193252694
2 or more overlapping,travel_footprint,Sudan,Sub-Saharan Africa,4. Lower middle income,Flooded Grasslands & Savannas,20967.99444682896
2 or more overlapping,travel_footprint,Sudan,Sub-Saharan Africa,4. Lower middle income,Montane Grasslands & Shrublands,0.0
2 or more overlapping,travel_footprint,Sudan,Sub-Saharan Africa,4. Lower middle income,None,227.33631067723036
2 or more overlapping,travel_footprint,Sudan,Sub-Saharan Africa,4. Lower middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",20052302.111645445
2 or more overlapping,travel_footprint,Sudan,Sub-Saharan Africa,4. Lower middle income,Tropical & Subtropical Moist Broadleaf Forests,0.0
2 or more overlapping,travel_footprint,Suriname,Latin America & Caribbean,3. Upper middle income,Mangroves,294072.33926359634
2 or more overlapping,travel_footprint,Suriname,Latin America & Caribbean,3. Upper middle income,None,911.269587919116
2 or more overlapping,travel_footprint,Suriname,Latin America & Caribbean,3. Upper middle income,"Tropical & Subtropical Grasslands, Savannas & Shrublands",0.0
2 or more overlapping,travel_footprint,Suriname,Latin America & Caribbean,3. Upper middle income,Tropical & Subtropical Moist Broadleaf Forests,315702.21316460264
2 or more overlapping,travel_footprint,Sweden,Europe & Central Asia,1. High income: OECD,Boreal Forests/Taiga,377217.11885801656
2 or more overlapping,travel_footprint,Sweden,Europe & Central Asia,1. High income: OECD,Lakes,30221.011838186532
2 or more overlapping,travel_footprint,Sweden,Europe & Central Asia,1. High income: OECD,None,86907.94994143723
2 or more overlapping,travel_footprint,Sweden,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,7972907.609382078
2 or more overlapping,travel_footprint,Sweden,Europe & Central Asia,1. High income: OECD,Tundra,359.0
2 or more overlapping,travel_footprint,Switzerland,Europe & Central Asia,1. High income: OECD,Temperate Broadleaf & Mixed Forests,6935566.62432356
2 or more overlapping,travel_footprint,Switzerland,Europe & Central Asia,1. High income: OECD,Temperate Conifer Forests,1667540.3022423852
2 or more overlapping,travel_footprint,Syria,Middle East & North Africa,4. Lower middle income,Deserts & Xeric Shrublands,2333373.4301365227
2 or more overlapping,travel_footprint,Syria,Middle East & North Africa,4. Lower middle income,"Mediterranean Forests, Woodlands & Scrub",13440690.387069242
